thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,0.008400625025387853,0.015374040987808257,0.015374040987808257,1.3940756249940023,space,1.3372319999616593,None,,,,,,brian,3,2026-03-13_17h05.00.168,tilt_mocs,2024.2.4,None,2026-03-13 17h05.14.233348 -0400,
,,,,,,,,,1.3956749160424806,1.4165529159945436,1.4165529159945436,1.4165529159945436,1.4165529159945436,,,,,,,,
