thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,0.008805333000054816,0.024114957999699982,0.024114957999699982,8.501629165999475,space,8.432886457998393,None,,,,210406666,0,2025-10-16_17h25.00.403,tilt_staircase,2024.2.4,120.14940627044358,2025-10-16 17h25.16.081386 -0400,
,,,,,,,,,8.501713999998174,8.51670387500053,8.51670387500053,,,,,,,,
