thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,surround_practice_example.started,center_practice_example.started,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,0.06818341700272867,0.07352304200321669,0.07352304200321669,3.518594542001665,space,3.418661374998919,None,,,,21041111,0,2025-11-30_17h52.49.486,tilt_mocs,2024.2.4,None,2025-11-30 17h53.14.780319 -0500,
,,,,,,,,,3.519601624997449,3.5349553749983897,3.5349553749983897,,,,,,,,
