thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,surround_practice_example.started,center_practice_example.started,key_resp_11.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,0.012931457997183315,0.0178773329971591,0.0178773329971591,4.736701957997866,space,4.691890583999339,None,,,,,,,,,,,,,21041111,0,2025-11-30_17h54.40.006,tilt_mocs,2024.2.4,None,2025-11-30 17h54.49.749449 -0500,
,,,,,,,,,4.73761720800394,4.752447166996717,4.752447166996717,4.752447166996717,4.752447166996717,6.920160708003095,space,2.1615482089982834,None,,,,21041111,0,2025-11-30_17h54.40.006,tilt_mocs,2024.2.4,None,2025-11-30 17h54.49.749449 -0500,
,,,,,,,,,,,,,,,,,,6.920201082997664,6.926923999999417,6.926923999999417,,,,,,,,
