thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,0.009638667004765011,0.016727083006117027,0.016727083006117027,0.5639920000030543,space,0.5208080419979524,None,,,,,,21041111,0,2025-11-30_18h01.46.164,tilt_mocs,2024.2.4,None,2025-11-30 18h01.52.777380 -0500,
,,,,,,,,,0.5648131250054576,0.5791779580031289,0.5791779580031289,0.5791779580031289,0.5791779580031289,,,,,,,,
