thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,0.009100875002332032,0.014053833001526073,0.014053833001526073,2.5973494579957332,space,2.5499679169952287,None,,,,,,21041111,0,2025-11-30_17h57.00.612,tilt_mocs,2024.2.4,None,2025-11-30 17h57.08.793444 -0500,
,,,,,,,,,2.598426832999394,2.614264915995591,2.614264915995591,2.614264915995591,2.614264915995591,,,,,,,,
