center,surround,correct,thisN,thisTrialN,thisRepN,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.008808124999632128,0.016011583000363316,0.016011583000363316,1.253137790998153,space,1.1993956669975887,None,,,,,,,,,,,,,,,,,,,,,21041111,0,2025-11-30_18h05.32.898,tilt_mocs,2024.2.4,119.51744925748572,2025-11-30 18h05.39.937698 -0500,
,,,,,,,,,,,,,,,,,,,1.254665708001994,1.2775525830002152,1.2775525830002152,1.2775525830002152,1.2775525830002152,3.7304432500022813,space,2.448798290999548,None,,,,,,,,,,,,21041111,0,2025-11-30_18h05.32.898,tilt_mocs,2024.2.4,119.51744925748572,2025-11-30 18h05.39.937698 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7305052079973393,3.7413011660028133,3.7413011660028133,4.546106540998153,space,0.8025090000010096,None,,,,,21041111,0,2025-11-30_18h05.32.898,tilt_mocs,2024.2.4,119.51744925748572,2025-11-30 18h05.39.937698 -0500,
30,0,right,0,0,0,0,0,0,0,4.567734999996901,,,,,,,,,,,,,,,,,,,,,,,,,4.558786540997971,4.567734999996901,5.088074499995855,5.088074499995855,,,,,,,,
