thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,0.009151250000286382,0.0178416249982547,0.0178416249982547,0.7110659579993808,space,0.6691770839970559,None,,,,,,21041111,0,2025-11-30_17h57.51.282,tilt_mocs,2024.2.4,None,2025-11-30 17h57.59.687278 -0500,
,,,,,,,,,0.7119346670006053,0.7264939579981728,0.7264939579981728,0.7264939579981728,0.7264939579981728,,,,,,,,
