thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,surround_practice_example.started,center_practice_example.started,key_resp_11.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,0.009931874999892898,0.015289666000171565,0.015289666000171565,1.0195876249999856,space,0.9806918749964098,None,,,,,,,,,,,,,21041111,0,2025-11-30_17h55.38.126,tilt_mocs,2024.2.4,None,2025-11-30 17h55.45.790161 -0500,
,,,,,,,,,1.020465374997002,1.0348497500017402,1.0348497500017402,1.0348497500017402,1.0348497500017402,3.7446490410002298,space,2.7083845829984057,None,,,,21041111,0,2025-11-30_17h55.38.126,tilt_mocs,2024.2.4,None,2025-11-30 17h55.45.790161 -0500,
,,,,,,,,,,,,,,,,,,3.74469279099867,3.751745124995068,3.751745124995068,,,,,,,,
