thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,text_15.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,0.009958416994777508,0.0153217080005561,0.0153217080005561,0.5289779169979738,space,0.4808379160022014,None,,,,,,21041111,0,2025-11-30_17h59.20.800,tilt_mocs,2024.2.4,None,2025-11-30 17h59.29.047021 -0500,
,,,,,,,,,0.5299444579941337,0.5460385420010425,0.5460385420010425,0.5460385420010425,0.5460385420010425,,,,,,,,
