thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,text_15.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,0.008735791998333298,0.016270499996608123,0.016270499996608123,1.463670874996751,space,1.417245083997841,None,,,,,,21041111,0,2025-11-30_17h58.38.334,tilt_mocs,2024.2.4,None,2025-11-30 17h58.46.790943 -0500,
,,,,,,,,,1.4645966249954654,1.479957249997824,1.479957249997824,1.479957249997824,1.479957249997824,,,,,,,,
