trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,surround.started,center.started,resp.started,text.started,trial.stopped,trials.response,resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,5,20.0,0.08235295792110264,,0.07447354099713266,0.08235295792110264,0.08235295792110264,0.08235295792110264,0.08235295792110264,4.21470870799385,0,4.103149458067492,801034,001,2025-08-11_13h39.43.858,tilt_staircase,2024.2.4,None,2025-08-11 13h39.56.948678 -0700,
,,,4.368347915937193,,4.216863790992647,4.368347915937193,4.368347915937193,4.368347915937193,4.368347915937193,,,,,,,,,,,
