thisRow.t,notes,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,corrAns,trial.started,surround.started,center.started,key_resp.started,text.started,text_2.started,trial.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.13721095793880522,,low_start,10,-20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,1,1,0,start,0.1,-20,left,0.1248665830353275,0.13721095793880522,0.13721095793880522,0.13721095793880522,0.13721095793880522,0.13721095793880522,37.59397933294531,1,739791,001,2025-08-11_12h36.23.142,tilt_staircase,2024.2.4,None,2025-08-11 12h36.29.800408 -0700,
37.80573566700332,,high_start,10,20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,0,1,1,start,0.1,20,right,37.60162162501365,37.80573566700332,37.80573566700332,37.80573566700332,37.80573566700332,37.80573566700332,40.428271332988515,1,739791,001,2025-08-11_12h36.23.142,tilt_staircase,2024.2.4,None,2025-08-11 12h36.29.800408 -0700,
40.433231833041646,,high_start,10,20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,0,2,2,down,0.1,19.9,right,40.43124041694682,40.433231833041646,40.433231833041646,40.433231833041646,40.433231833041646,40.433231833041646,47.98257591703441,1,739791,001,2025-08-11_12h36.23.142,tilt_staircase,2024.2.4,None,2025-08-11 12h36.29.800408 -0700,
47.99932483304292,,low_start,10,-20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,1,2,3,down,0.1,-20.1,left,47.98492862493731,47.99932483304292,47.99932483304292,47.99932483304292,47.99932483304292,47.99932483304292,52.254480417002924,1,739791,001,2025-08-11_12h36.23.142,tilt_staircase,2024.2.4,None,2025-08-11 12h36.29.800408 -0700,
52.264668332994916,,high_start,10,20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,0,3,4,down,0.1,19.799999999999997,right,52.25836266693659,52.264668332994916,52.264668332994916,52.264668332994916,52.264668332994916,52.264668332994916,54.51842083304655,1,739791,001,2025-08-11_12h36.23.142,tilt_staircase,2024.2.4,None,2025-08-11 12h36.29.800408 -0700,
54.525541833019815,,low_start,10,-20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,1,3,5,down,0.1,-20.200000000000003,left,54.52228304196615,54.525541833019815,54.525541833019815,54.525541833019815,54.525541833019815,54.525541833019815,,,,,,,,,,
