center,surround,corrAns,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,key_resp_7.started,practice_feedback.stopped,practice_no_time.key_resp_7.keys,practice_no_time.key_resp_7.rt,practice_no_time.key_resp_7.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.044800792005844414,0.05109995894599706,0.05109995894599706,0.523583541973494,space,0.4382582079852,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999472,001,2025-08-13_16h30.53.402,tilt_staircase,2024.2.4,None,2025-08-13 16h30.59.692085 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.523642124957405,0.5326243339804932,0.5326243339804932,0.8380892919376493,space,0.30219333397690207,None,,,,,,,,,,,,,,,,,,,,,,999472,001,2025-08-13_16h30.53.402,tilt_staircase,2024.2.4,None,2025-08-13 16h30.59.692085 -0700,
30.0,0.0,"right",0,0,0,right,1,2.886329708970152,None,space,2.065231709042564,None,0,0,0,0,0.8570262920111418,,,,,,,,,,,,,,,,0.846944999997504,0.8570262920111418,0.8570262920111418,1.3345463749719784,1.3345463749719784,1.3557745839934796,1.4063039999455214,2.325079584028572,2.325079584028572,3.745180167024955,right,1,2.886329708970152,None,3.745256416965276,3.808211458963342,3.808211458963342,5.8779324169736356,space,2.065231709042564,None,999472,001,2025-08-13_16h30.53.402,tilt_staircase,2024.2.4,None,2025-08-13 16h30.59.692085 -0700,
-30.0,0.0,"left",1,1,0,left,0,3.1206240829778835,None,space,4.219915334018879,None,0,1,1,1,5.885161458980292,,,,,,,,,,,,,,,,5.878226208966225,5.885161458980292,5.885161458980292,6.374799625016749,6.374799625016749,6.374799625016749,6.452382209012285,7.372639541979879,7.372639541979879,9.011339167016558,left,0,3.1206240829778835,None,9.011409417027608,9.01787520898506,9.01787520898506,13.241981916944496,space,4.219915334018879,None,999472,001,2025-08-13_16h30.53.402,tilt_staircase,2024.2.4,None,2025-08-13 16h30.59.692085 -0700,
30.0,60.0,"left",2,2,0,right,1,2.7722912919707596,None,space,3.8931883750483394,None,0,2,2,2,13.251447958988138,,,,,,,,,,,,,,,,13.242205874994397,13.251447958988138,13.251447958988138,13.735531292040832,13.735531292040832,13.74141154193785,13.819008041988127,14.724913917016238,14.724913917016238,16.028284917003475,right,1,2.7722912919707596,None,16.02835525001865,16.03469087497797,16.03469087497797,19.938614499988034,space,3.8931883750483394,None,999472,001,2025-08-13_16h30.53.402,tilt_staircase,2024.2.4,None,2025-08-13 16h30.59.692085 -0700,
-30.0,-60.0,"right",3,3,0,left,0,1.2951122499071062,None,space,4.591613374999724,None,0,3,3,3,19.945104166981764,,,,,,,,,,,,,,,,19.93886650004424,19.945104166981764,19.945104166981764,20.435611792025156,20.435611792025156,20.441773624974303,20.508326458977535,,,21.244421749957837,left,0,1.2951122499071062,None,21.24449462501798,21.251299416995607,21.251299416995607,25.855760124977678,space,4.591613374999724,None,999472,001,2025-08-13_16h30.53.402,tilt_staircase,2024.2.4,None,2025-08-13 16h30.59.692085 -0700,
None,None,None,4,4,0,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
