center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.005444167065434158,0.011373292072676122,0.011373292072676122,5.78002554201521,space,5.7193149159429595,None,,,,,,,,,,,,,,,,,,,,,,,,,,410750,001,2025-08-14_14h56.15.171,tilt_staircase,2024.2.4,None,2025-08-14 14h56.21.201003 -0700,
,,,,,,,,,,,,,,,,,,,,,,,5.7801160420058295,5.801155584049411,5.801155584049411,6.325968042016029,space,0.5215312080690637,None,,,,,,,,,,,,,,,,,,,410750,001,2025-08-14_14h56.15.171,tilt_staircase,2024.2.4,None,2025-08-14 14h56.21.201003 -0700,
30,0,right,0,0,0,right,1,2.8622212919872254,None,0,0,0,0,6.36719424999319,,,,,,,,,,,,,,,,6.346957959001884,6.36719424999319,6.36719424999319,6.831643792102113,6.831643792102113,6.85807758406736,7.81912166706752,7.823104542098008,7.823104542098008,9.23941362509504,right,1,2.8622212919872254,None,9.244598209043033,9.330702375038527,10.742823125096038,,410750,001,2025-08-14_14h56.15.171,tilt_staircase,2024.2.4,None,2025-08-14 14h56.21.201003 -0700,
-30,0,left,1,1,0,left,1,2.0684341250453144,None,0,1,1,1,10.753525292035192,,,,,,,,,,,,,,,,10.743262625066563,10.753525292035192,10.753525292035192,11.236073709093034,11.236073709093034,11.241676250007004,12.237410334055312,12.223990375059657,12.223990375059657,12.828681542072445,left,1,2.0684341250453144,None,12.82882162509486,12.839708624989726,14.326452292036265,14.33729779208079,410750,001,2025-08-14_14h56.15.171,tilt_staircase,2024.2.4,None,2025-08-14 14h56.21.201003 -0700,
30,60,right,2,2,0,,,,,0,2,2,2,14.33729779208079,,,,,,,,,,,,,,,,14.326892417040654,14.33729779208079,14.33729779208079,14.827989000012167,14.827989000012167,14.827989000012167,15.824612667085603,15.824612667085603,15.824612667085603,,,,,,,,,,,,,,,,,
