center,surround,correct,thisN,thisTrialN,thisRepN,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.011180832982063293,0.01656087499577552,0.01656087499577552,1.1962783749913797,space,1.140513207996264,None,,,,,,,,,,,,,,,,,,,,,,,,,166411,001,2025-08-14_16h08.35.200,tilt_staircase,2024.2.4,None,2025-08-14 16h08.41.542997 -0700,
,,,,,,,,,,,,,,,,,,,1.1963327080011368,1.2055348330177367,1.2055348330177367,1.5243423749925569,space,0.3065867500845343,None,,,,,,,,,,,,,,,,,,166411,001,2025-08-14_16h08.35.200,tilt_staircase,2024.2.4,None,2025-08-14 16h08.41.542997 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.5243810000829399,1.5387631250778213,1.5387631250778213,1.5387631250778213,3.4572819999884814,left,1.9122017089975998,None,,,,,,,,,,166411,001,2025-08-14_16h08.35.200,tilt_staircase,2024.2.4,None,2025-08-14 16h08.41.542997 -0700,
30,0,right,0,0,0,0,0,0,0,3.5068086250685155,,,,,,,,,,,,,,,,,,,,,,,,3.464194833068177,3.5068086250685155,3.5068086250685155,3.953997375094332,3.953997375094332,4.004022250068374,4.943040791084059,4.943040791084059,4.9543637910392135,,,,,,,,
