thisRow.t,notes,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,trial.started,surround.started,center.started,text.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.12630150001496077,,low_start,10,-20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,1,1,0,start,0.1,-20,0.11919550003949553,0.12630150001496077,0.12630150001496077,0.12630150001496077,0.12630150001496077,,,,,,,,
