center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,text_14.started,surround_practice.started,center_practice.started,text_9.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,text_16.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,key_resp_7.started,text_15.started,practice_feedback.stopped,practice_no_time.key_resp_7.keys,practice_no_time.key_resp_7.rt,practice_no_time.key_resp_7.duration,text_15.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.018376792082563043,0.02418375003617257,0.02418375003617257,328.32773595803883,space,328.29626541701145,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,085832,001,2025-08-13_23h34.16.883,tilt_staircase,2024.2.4,None,2025-08-13 23h34.41.801732 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,328.3278986250516,328.3712827080162,328.3712827080162,328.74410929204896,space,0.3687068340368569,None,,,,,,,,,,,,,,,,,,,,,,,,,,085832,001,2025-08-13_23h34.16.883,tilt_staircase,2024.2.4,None,2025-08-13 23h34.41.801732 -0700,
30,0,right,0,0,0,right,1,2.35570216702763,None,space,0.8664314999477938,None,0,0,0,0,328.7944351671031,,,,,,,,,,,,,,,,328.77569570799824,328.7944351671031,328.7944351671031,328.7944351671031,329.24336395808496,329.24336395808496,329.2905367920175,330.2409240830457,330.2409240830457,330.2409240830457,330.74056166701484,331.16015420807526,right,1,2.35570216702763,None,331.1645217080368,331.31416495807935,331.31416495807935,331.31416495807935,332.1841899580322,space,0.8664314999477938,None,,085832,001,2025-08-13_23h34.16.883,tilt_staircase,2024.2.4,None,2025-08-13 23h34.41.801732 -0700,
-30,0,left,1,1,0,left,0,1.2771541249239817,None,space,3.0038609579205513,None,0,1,1,1,332.19362645805813,,,,,,,,,,,,,,,,332.1870657081017,332.19362645805813,332.19362645805813,332.19362645805813,332.6812073329929,332.6812073329929,332.69114275008906,,,,,333.47807608300354,left,0,1.2771541249239817,None,333.48146912502125,333.48639787500724,333.48639787500724,333.48639787500724,336.4951563749928,space,3.0038609579205513,None,334.4804201250663,085832,001,2025-08-13_23h34.16.883,tilt_staircase,2024.2.4,None,2025-08-13 23h34.41.801732 -0700,
30,60,right,2,2,0,right,1,1.394435083027929,None,space,1.2644631250295788,None,0,2,2,2,336.50498349999543,,,,,,,,,,,,,,,,336.498124417034,336.50498349999543,336.50498349999543,336.50498349999543,336.99054525000975,336.99054525000975,336.99529962509405,,,,,337.91055762500037,right,1,1.394435083027929,None,337.91407133301254,337.91825612506364,337.91825612506364,337.91825612506364,339.19297249999363,space,1.2644631250295788,None,338.9138467500452,085832,001,2025-08-13_23h34.16.883,tilt_staircase,2024.2.4,None,2025-08-13 23h34.41.801732 -0700,
-30,-60,left,3,3,0,,,,,,,,0,3,3,3,339.1984321670607,,,,,,,,,,,,,,,,339.195490000071,339.1984321670607,339.1984321670607,339.1984321670607,339.69110404199455,339.69110404199455,339.69653029204346,340.67958120803814,340.67958120803814,340.6908993331017,341.19046420801897,343.148222417105,left,0,3.9457569170044735,None,343.1512709580129,343.1571315830806,343.1571315830806,343.1571315830806,,,,,344.1449143330101,,,,,,,,
