center,surround,correct,thisN,thisTrialN,thisRepN,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.017308083013631403,0.02167104196269065,0.02167104196269065,1.0448044169461355,space,0.9876568749314174,None,,,,,,,,,,,,,,,,,132039,001,2025-08-14_14h48.48.877,tilt_staircase,2024.2.4,None,2025-08-14 14h48.55.255410 -0700,
,,,,,,,,,,,,,,,,,,,1.0448556250194088,1.0535903329728171,1.0535903329728171,1.413804291980341,space,0.3589400000637397,None,,,,,,,,,,132039,001,2025-08-14_14h48.48.877,tilt_staircase,2024.2.4,None,2025-08-14 14h48.55.255410 -0700,
30,0,right,0,0,0,0,0,0,0,1.4297442499082536,,,,,,,,,,,,,,,,1.4200295829214156,1.4297442499082536,1.4297442499082536,1.9162202919833362,1.9162202919833362,1.9227782919770107,2.911254958016798,2.911254958016798,2.911254958016798,,,,,,,,
