center,surround,corrAns,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,key_resp_7.started,practice_feedback.stopped,practice_no_time.key_resp_7.keys,practice_no_time.key_resp_7.rt,practice_no_time.key_resp_7.duration,surround_practice.stopped,center_practice.stopped,text_11.started,instr3.started,text_8.started,key_resp_5.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.017386040999554098,0.025452374946326017,0.025452374946326017,0.9674357499461621,space,0.9146806249627843,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865402,001,2025-08-13_16h55.30.174,tilt_staircase,2024.2.4,None,2025-08-13 16h55.38.885811 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.9674748330144212,0.975743249990046,0.975743249990046,1.410009125014767,space,0.4318183750147,None,,,,,,,,,,,,,,,,,,,,,,,,,865402,001,2025-08-13_16h55.30.174,tilt_staircase,2024.2.4,None,2025-08-13 16h55.38.885811 -0700,
30,0,right,0,0,0,right,1,1.3691685840021819,None,space,2.723634458030574,None,0,0,0,0,1.425789040978998,,,,,,,,,,,,,,,,1.4165505829732865,1.425789040978998,1.425789040978998,1.9125833329744637,1.9125833329744637,1.9200084579642862,2.807176999980584,right,1,1.3691685840021819,None,2.8106087079504505,2.8665917499456555,2.8665917499456555,5.593687332933769,space,2.723634458030574,None,,,,,,,865402,001,2025-08-13_16h55.30.174,tilt_staircase,2024.2.4,None,2025-08-13 16h55.38.885811 -0700,
-30,0,left,1,1,0,left,0,0.9223917500348762,None,space,3.9742830829927698,None,0,1,1,1,5.6033283330034465,,,,,,,,,,,,,,,,5.593868040945381,5.6033283330034465,5.6033283330034465,6.091691290959716,6.091691290959716,6.091691290959716,6.527096415986307,left,0,0.9223917500348762,None,6.529110457981005,6.5365989159327,6.5365989159327,10.522359458031133,space,3.9742830829927698,None,,,,,,,865402,001,2025-08-13_16h55.30.174,tilt_staircase,2024.2.4,None,2025-08-13 16h55.38.885811 -0700,
30,60,right,2,2,0,right,1,2.721214500023052,None,space,1.1222267500124872,None,0,2,2,2,10.526691457955167,,,,,,,,,,,,,,,,10.522540583042428,10.526691457955167,10.526691457955167,11.020037750015035,11.020037750015035,11.024796874960884,13.256200750009157,right,1,2.721214500023052,None,13.25845099997241,13.262352791032754,13.262352791032754,14.389566957950592,space,1.1222267500124872,None,12.008093790966086,12.008093790966086,12.020050165941939,,,,865402,001,2025-08-13_16h55.30.174,tilt_staircase,2024.2.4,None,2025-08-13 16h55.38.885811 -0700,
-30,-60,left,3,3,0,left,0,3.0381044580135494,None,space,0.8193228750023991,None,0,3,3,3,14.394068875000812,,,,,,,,,,,,,,,,14.389765833038837,14.394068875000812,14.394068875000812,14.886668666033074,14.886668666033074,14.891287458012812,17.441049707937054,left,0,3.0381044580135494,None,17.44338950002566,17.448503165971488,17.448503165971488,18.27255450002849,space,0.8193228750023991,None,15.8754987079883,15.8754987079883,15.887229082989506,,,,865402,001,2025-08-13_16h55.30.174,tilt_staircase,2024.2.4,None,2025-08-13 16h55.38.885811 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.27264495799318,18.27739341603592,18.27739341603592,,,,,,,,
