center,surround,correct,thisN,thisTrialN,thisRepN,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.0130305839702487,0.02513491699937731,0.02513491699937731,0.6340480840299278,space,0.5684252500068396,None,,,,,,,,,,,,,,,,,,,,,,,,,252426,001,2025-08-14_16h05.00.832,tilt_staircase,2024.2.4,None,2025-08-14 16h05.06.898389 -0700,
,,,,,,,,,,,,,,,,,,,0.6340964590199292,0.6427412090124562,0.6427412090124562,0.918240041937679,space,0.26333283307030797,None,,,,,,,,,,,,,,,,,,252426,001,2025-08-14_16h05.00.832,tilt_staircase,2024.2.4,None,2025-08-14 16h05.06.898389 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.9182747500017285,0.9310236669844016,0.9310236669844016,0.9310236669844016,1.6027995839249343,space,0.6627717080991715,None,,,,,,,,,,252426,001,2025-08-14_16h05.00.832,tilt_staircase,2024.2.4,None,2025-08-14 16h05.06.898389 -0700,
30,0,right,0,0,0,0,0,0,0,1.642253499943763,,,,,,,,,,,,,,,,,,,,,,,,1.6302692090393975,1.642253499943763,1.642253499943763,2.0987345420289785,2.0987345420289785,2.1387832920299843,3.088548708939925,3.088548708939925,3.099521249998361,,,,,,,,
