center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,key_resp_7.started,practice_feedback.stopped,practice_no_time.key_resp_7.keys,practice_no_time.key_resp_7.rt,practice_no_time.key_resp_7.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,text_10.started,surround_practice_2.started,center_practice_2.started,text_10.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_timed.key_resp_7.keys,practice_timed.key_resp_7.rt,practice_timed.key_resp_7.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03294558299239725,0.03991816705092788,0.03991816705092788,1.3820505420444533,space,1.3005257500335574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499931,001,2025-08-14_11h55.27.467,tilt_staircase,2024.2.4,None,2025-08-14 11h55.35.193715 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3821207920555025,1.4114705830579624,1.4114705830579624,1.7474938749801368,space,0.3272402089787647,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499931,001,2025-08-14_11h55.27.467,tilt_staircase,2024.2.4,None,2025-08-14 11h55.35.193715 -0700,
30,0,right,0,0,0,right,1,2.4571241670055315,None,space,1.265737707959488,None,,,,,0,0,0,0,,,,,1.7735330830328166,,,,,,,,,,,,,,,,1.7576483329758048,1.7735330830328166,1.7735330830328166,2.2477131669875234,2.2477131669875234,2.2652203330071643,3.2439622500678524,3.2439622500678524,3.2439622500678524,4.234218124998733,right,1,2.4571241670055315,None,4.236965792020783,4.33936179196462,4.33936179196462,5.614515374996699,space,1.265737707959488,None,,,,,,,,,,,,,,,,,,,,,,,,,499931,001,2025-08-14_11h55.27.467,tilt_staircase,2024.2.4,None,2025-08-14 11h55.35.193715 -0700,
-30,0,left,1,1,0,left,1,1.4012448330176994,None,space,0.6648076659766957,None,,,,,0,1,1,1,,,,,5.620574500062503,,,,,,,,,,,,,,,,5.614745832979679,5.620574500062503,5.620574500062503,6.114388833055273,6.114388833055273,6.114388833055273,,,,7.030661458033137,left,1,1.4012448330176994,None,7.030734583036974,7.036249291966669,7.036249291966669,7.713806375046261,space,0.6648076659766957,None,,,,,,,,,,,,,,,,,,,,,,,,,499931,001,2025-08-14_11h55.27.467,tilt_staircase,2024.2.4,None,2025-08-14 11h55.35.193715 -0700,
30,60,right,2,2,0,right,1,1.4313661250052974,None,space,0.9435151249635965,None,,,,,0,2,2,2,,,,,7.718895375030115,,,,,,,,,,,,,,,,7.714024416985922,7.718895375030115,7.718895375030115,8.210941417026334,8.210941417026334,8.216155332978815,,,,9.153286917018704,right,1,1.4313661250052974,None,9.153368124971166,9.16092200006824,9.16092200006824,10.114266208023764,space,0.9435151249635965,None,,,,,,,,,,,,,,,,,,,,,,,,,499931,001,2025-08-14_11h55.27.467,tilt_staircase,2024.2.4,None,2025-08-14 11h55.35.193715 -0700,
-30,-60,left,3,3,0,left,1,1.3977981670759618,None,space,0.9255793750053272,None,,,,,0,3,3,3,,,,,10.119194375001825,,,,,,,,,,,,,,,,10.114489000057802,10.119194375001825,10.119194375001825,10.611437667044811,10.611437667044811,10.616864957963116,,,,11.520707458024845,left,1,1.3977981670759618,None,11.520780500024557,11.527249208069406,11.527249208069406,12.464859375031665,space,0.9255793750053272,None,,,,,,,,,,,,,,,,,,,,,,,,,499931,001,2025-08-14_11h55.27.467,tilt_staircase,2024.2.4,None,2025-08-14 11h55.35.193715 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.464991125045344,12.47229716705624,12.47229716705624,13.170515417004935,space,0.6934355000266805,None,,,,,,,,,,,,,,,,,,499931,001,2025-08-14_11h55.27.467,tilt_staircase,2024.2.4,None,2025-08-14 11h55.35.193715 -0700,
-30,-60,left,0,0,0,,,,,space,0.7005637909751385,None,left,1,1.7025248750578612,None,,,,,0,0,0,0,13.182993208058178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.89682895806618,14.900862917071208,14.900862917071208,15.602779041975737,,,,,,,,,,,13.17593649995979,13.182993208058178,13.182993208058178,13.671473041991703,13.671473041991703,13.677122125052847,13.749391708057374,13.749391708057374,13.749391708057374,14.89676174998749,left,1,1.7025248750578612,None,space,0.7005637909751385,None,499931,001,2025-08-14_11h55.27.467,tilt_staircase,2024.2.4,None,2025-08-14 11h55.35.193715 -0700,
-30,0,left,1,1,0,,,,,,,,,,,,,,,,0,1,1,1,15.610547999967821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.602985417004675,15.610547999967821,15.610547999967821,16.098976792069152,16.098976792069152,16.098976792069152,16.17720166698564,16.17720166698564,16.17720166698564,,,,,,,,,,,,,,,,
