center,surround,correct,thisN,thisTrialN,thisRepN,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.009442209033295512,0.016574291978031397,0.016574291978031397,1.0758619999978691,space,1.0242993750143796,None,,,,,,,,,,,,,,,,,,,,,,,,,824804,001,2025-08-14_15h22.40.754,tilt_staircase,2024.2.4,None,2025-08-14 15h24.38.911901 -0700,
,,,,,,,,,,,,,,,,,,,1.0759059169795364,1.084491917048581,1.084491917048581,1.2331992089748383,space,0.14552920800633729,None,,,,,,,,,,,,,,,,,,824804,001,2025-08-14_15h22.40.754,tilt_staircase,2024.2.4,None,2025-08-14 15h24.38.911901 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.2332367090275511,1.2457864170428365,1.2457864170428365,1.2457864170428365,3.9782840840052813,left,2.7206088750390336,None,,,,,,,,,,824804,001,2025-08-14_15h22.40.754,tilt_staircase,2024.2.4,None,2025-08-14 15h24.38.911901 -0700,
30,0,right,0,0,0,0,0,0,0,4.050965000060387,,,,,,,,,,,,,,,,,,,,,,,,3.999540709075518,4.050965000060387,4.050965000060387,4.475659792078659,4.475659792078659,4.547245291993022,5.46511179197114,5.46511179197114,5.475503624998964,,,,,,,,
