trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,surround.started,center.started,resp.started,text.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,5,20.0,0.039982208982110023,,0.03378670895472169,0.039982208982110023,0.039982208982110023,0.039982208982110023,0.039982208982110023,1.6121096250135452,581164,001,2025-08-11_13h11.34.956,tilt_staircase,2024.2.4,None,2025-08-11 13h11.41.162943 -0700,
1,5,20.0,1.6573737089056522,,1.6132887919666246,1.6573737089056522,1.6573737089056522,1.6573737089056522,1.6573737089056522,2.1274568339576945,581164,001,2025-08-11_13h11.34.956,tilt_staircase,2024.2.4,None,2025-08-11 13h11.41.162943 -0700,
2,5,20.0,2.1316367089748383,,2.1286599999293685,2.1316367089748383,2.1316367089748383,2.1316367089748383,2.1316367089748383,2.3943932919064537,581164,001,2025-08-11_13h11.34.956,tilt_staircase,2024.2.4,None,2025-08-11 13h11.41.162943 -0700,
3,5,20.0,2.3984331249957904,,2.395584416924976,2.3984331249957904,2.3984331249957904,2.3984331249957904,2.3984331249957904,2.5277980419341475,581164,001,2025-08-11_13h11.34.956,tilt_staircase,2024.2.4,None,2025-08-11 13h11.41.162943 -0700,
4,5,20.0,2.531799208954908,,2.5289413339924067,2.531799208954908,2.531799208954908,2.531799208954908,2.531799208954908,2.627683916944079,581164,001,2025-08-11_13h11.34.956,tilt_staircase,2024.2.4,None,2025-08-11 13h11.41.162943 -0700,
5,5,20.0,2.63233399996534,,2.6287727499147877,2.63233399996534,2.63233399996534,2.63233399996534,2.63233399996534,2.744234333978966,581164,001,2025-08-11_13h11.34.956,tilt_staircase,2024.2.4,None,2025-08-11 13h11.41.162943 -0700,
6,5,20.0,2.747974708909169,,2.7452797499718145,2.747974708909169,2.747974708909169,2.747974708909169,2.747974708909169,2.8278547499794513,581164,001,2025-08-11_13h11.34.956,tilt_staircase,2024.2.4,None,2025-08-11 13h11.41.162943 -0700,
7,5,20.0,2.8318840420106426,,2.8290852499194443,2.8318840420106426,2.8318840420106426,2.8318840420106426,2.8318840420106426,2.9277859589783475,581164,001,2025-08-11_13h11.34.956,tilt_staircase,2024.2.4,None,2025-08-11 13h11.41.162943 -0700,
8,5,20.0,2.93245633400511,,2.9288923339918256,2.93245633400511,2.93245633400511,2.93245633400511,2.93245633400511,3.011166541953571,581164,001,2025-08-11_13h11.34.956,tilt_staircase,2024.2.4,None,2025-08-11 13h11.41.162943 -0700,
9,5,20.0,3.015761208953336,,3.0121940840035677,3.015761208953336,3.015761208953336,3.015761208953336,3.015761208953336,3.1445138339186087,581164,001,2025-08-11_13h11.34.956,tilt_staircase,2024.2.4,None,2025-08-11 13h11.41.162943 -0700,
10,5,20.0,3.1483165419194847,,3.1456379169831052,3.1483165419194847,3.1483165419194847,3.1483165419194847,3.1483165419194847,3.2448743749409914,581164,001,2025-08-11_13h11.34.956,tilt_staircase,2024.2.4,None,2025-08-11 13h11.41.162943 -0700,
11,5,20.0,3.2491116249002516,,3.2460601669736207,3.2491116249002516,3.2491116249002516,3.2491116249002516,3.2491116249002516,3.3312353749061003,581164,001,2025-08-11_13h11.34.956,tilt_staircase,2024.2.4,None,2025-08-11 13h11.41.162943 -0700,
,,,3.342199584003538,,3.332293541985564,3.342199584003538,3.342199584003538,3.342199584003538,3.342199584003538,,,,,,,,,
