thisRow.t,notes,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,trial.started,center.started,surround.started,text.started,key_resp.started,trial.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.3597468330990523,,low_start,10,-20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,1,1,0,start,0.1,-20,0.12469295808114111,0.3597468330990523,0.3597468330990523,0.3597468330990523,0.3597468330990523,22.150764833088033,1,911940,001,2025-08-11_11h42.24.848,tilt_staircase,2024.2.4,None,2025-08-11 11h42.55.671060 -0700,
22.27386150008533,,high_start,10,20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,0,1,1,start,0.1,20,22.15344779100269,22.27386150008533,22.27386150008533,22.27386150008533,22.27386150008533,26.767278374987654,0,911940,001,2025-08-11_11h42.24.848,tilt_staircase,2024.2.4,None,2025-08-11 11h42.55.671060 -0700,
26.77934362506494,,low_start,10,-20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,1,2,2,down,0.1,-20.1,26.773369041038677,26.77934362506494,26.77934362506494,26.77934362506494,26.77934362506494,31.68353333300911,0,911940,001,2025-08-11_11h42.24.848,tilt_staircase,2024.2.4,None,2025-08-11 11h42.55.671060 -0700,
31.699386541033164,,high_start,10,20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,0,2,3,up,0.1,20.1,31.685478416038677,31.699386541033164,31.699386541033164,31.699386541033164,31.699386541033164,32.377050708048046,0,911940,001,2025-08-11_11h42.24.848,tilt_staircase,2024.2.4,None,2025-08-11 11h42.55.671060 -0700,
32.383819750044495,,high_start,10,20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,0,3,4,up,0.1,20.200000000000003,32.37990175001323,32.383819750044495,32.383819750044495,32.383819750044495,32.383819750044495,32.5604670830071,0,911940,001,2025-08-11_11h42.24.848,tilt_staircase,2024.2.4,None,2025-08-11 11h42.55.671060 -0700,
32.568265375099145,,low_start,10,-20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,1,3,5,up,0.25,-19.85,32.564077750081196,32.568265375099145,32.568265375099145,32.568265375099145,32.568265375099145,32.743411375093274,0,911940,001,2025-08-11_11h42.24.848,tilt_staircase,2024.2.4,None,2025-08-11 11h42.55.671060 -0700,
32.749633666011505,,high_start,10,20,30,-30,"[0.1, 0.25, 0.5, 1, 2, 5]",lin,1,1,10,0,4,6,up,0.1,20.300000000000004,32.745912166079506,32.749633666011505,32.749633666011505,32.749633666011505,32.749633666011505,,,,,,,,,,
