center,surround,corrAns,enzymes,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,key_resp_7.started,text_14.started,practice_feedback.stopped,practice_no_time.key_resp_7.keys,practice_no_time.key_resp_7.rt,practice_no_time.key_resp_7.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,text_10.started,surround_practice_2.started,center_practice_2.started,text_10.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037674207938835025,0.043140290887095034,0.043140290887095034,0.9583132499828935,space,0.8838898329995573,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473292,001,2025-08-13_17h05.47.075,tilt_staircase,2024.2.4,None,2025-08-13 17h05.53.210114 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9583492499077693,0.966275249957107,0.966275249957107,1.2986735409358516,space,0.31987783301156014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473292,001,2025-08-13_17h05.47.075,tilt_staircase,2024.2.4,None,2025-08-13 17h05.53.210114 -0700,
30,0,right,1,0,0,0,right,1,2.9476225420366973,None,space,3.8502880829619244,None,0,0,0,0,,,,,,,,,1.3133900829125196,,,,,,,,,,,,,,,,1.3042440409772098,1.3133900829125196,1.3133900829125196,1.7966829999350011,1.7966829999350011,1.8012559158960357,2.787330082966946,2.787330082966946,2.787330082966946,4.266487916000187,right,1,2.9476225420366973,None,4.269898957922123,4.324426415958442,4.324426415958442,4.324426415958442,8.185424290946685,space,3.8502880829619244,None,,,,,,,,,,,,,,,,,,,,,,473292,001,2025-08-13_17h05.47.075,tilt_staircase,2024.2.4,None,2025-08-13 17h05.53.210114 -0700,
-30,0,left,2,1,1,0,left,0,0.9316647090017796,None,space,3.3998044999316335,None,0,1,1,1,,,,,,,,,8.189675832982175,,,,,,,,,,,,,,,,8.185599624994211,8.189675832982175,8.189675832982175,8.683191249961965,8.683191249961965,8.688259749906138,,,,9.124039790942334,left,0,0.9316647090017796,None,9.127810624893755,9.13311466597952,9.13311466597952,9.13311466597952,12.537527499953285,space,3.3998044999316335,None,,,,,,,,,,,,,,,,,,,,,,473292,001,2025-08-13_17h05.47.075,tilt_staircase,2024.2.4,None,2025-08-13 17h05.53.210114 -0700,
30,60,right,3,2,2,0,left,0,3.9746002500178292,None,space,1.597124500083737,None,0,2,2,2,,,,,,,,,12.541912832995877,,,,,,,,,,,,,,,,12.537754499935545,12.541912832995877,12.541912832995877,13.03506695793476,13.03506695793476,13.039489249931648,14.023146874969825,14.023146874969825,14.035516040981747,16.522747124894522,left,0,3.9746002500178292,None,16.523908915929496,16.527926124981605,16.527926124981605,16.527926124981605,18.12779195792973,space,1.597124500083737,None,,,,,,,,,,,,,,,,,,,,,,473292,001,2025-08-13_17h05.47.075,tilt_staircase,2024.2.4,None,2025-08-13 17h05.53.210114 -0700,
-30,-60,left,4,3,3,0,left,0,2.2718879589810967,None,space,1.5915187500650063,None,0,3,3,3,,,,,,,,,18.137308915960602,,,,,,,,,,,,,,,,18.12798429094255,18.137308915960602,18.137308915960602,18.62572166591417,18.62572166591417,18.62572166591417,19.621341249905527,19.621341249905527,19.625607499969192,20.411905374960043,left,0,2.2718879589810967,None,20.41304424998816,20.421737582888454,20.421737582888454,20.421737582888454,22.02523962489795,space,1.5915187500650063,None,,,,,,,,,,,,,,,,,,,,,,473292,001,2025-08-13_17h05.47.075,tilt_staircase,2024.2.4,None,2025-08-13 17h05.53.210114 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.02533324994147,22.030700749950483,22.030700749950483,23.029369749943726,space,0.9963135001016781,None,,,,,,,,,,,,,,,473292,001,2025-08-13_17h05.47.075,tilt_staircase,2024.2.4,None,2025-08-13 17h05.53.210114 -0700,
-30,-60,"right",,0,0,0,,,,,,,,,,,,0,0,0,0,,,,,23.03955166589003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.660636624903418,24.664572207955644,24.664572207955644,24.664572207955644,,,,,,,,,,,,23.033010082901455,23.03955166589003,23.03955166589003,23.530956249916926,23.530956249916926,23.530956249916926,23.606479749898426,23.606479749898426,23.606479749898426,24.65950804098975,left,0,1.607518499949947,None,,,,,,,,
