thisRow.t,notes,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,trial.started,resp.started,text_2.started,surround.started,center.started,surround.stopped,center.stopped,text_2.stopped,text_3.started,trial.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50.72622966696508,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,13,24,down,0.5,0.5,50.71541370800696,50.72622966696508,50.72622966696508,51.213495458010584,51.213495458010584,51.309788541984744,51.309788541984744,51.213495458010584,51.31310470798053,51.94617308303714,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
51.948845291975886,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,13,25,up,0.1,0.6,51.946326542063616,51.948845291975886,51.948845291975886,52.443644499988295,52.443644499988295,52.53034520801157,52.53034520801157,52.44720850000158,52.543639292009175,53.130015832954086,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
53.13265812501777,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,14,26,up,0.1,0.7,53.130173332989216,53.13265812501777,53.13265812501777,53.62748291704338,53.62748291704338,53.71426425001118,53.71426425001118,53.6309647919843,53.72756916703656,55.59810008306522,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
55.600833749980666,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,14,27,up,0.25,0.75,55.59826274996158,55.600833749980666,55.600833749980666,56.09525820799172,56.09525820799172,56.18180116696749,56.18180116696749,56.098523500026204,56.19533570797648,57.19841866695788,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
57.20107554201968,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,15,28,up,0.25,1.0,57.19858225004282,57.20107554201968,57.20107554201968,57.69600870797876,57.69600870797876,57.78249179199338,57.78249179199338,57.69945054198615,57.796046957955696,59.74996020796243,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
59.752790292026475,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,15,29,up,0.1,0.7999999999999999,59.750124583020806,59.752790292026475,59.752790292026475,60.24714304204099,60.24714304204099,60.33328912500292,60.33328912500292,60.25027883297298,60.34719416697044,61.01701974996831,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
61.01965312496759,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,16,30,up,0.25,1.25,61.017184250056744,61.01965312496759,61.01965312496759,61.51437241700478,61.51437241700478,61.60094566701446,61.60094566701446,61.51769670797512,61.61444229201879,62.55094295798335,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
62.55366562504787,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,16,31,up,0.1,0.8999999999999999,62.55109475005884,62.55366562504787,62.55366562504787,63.048411083058454,63.048411083058454,63.13501600001473,63.13501600001473,63.05181408300996,63.14846212498378,64.45522158301901,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
64.46571866702288,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,17,32,down,0.1,0.7999999999999999,64.45538341696374,64.46571866702288,64.46571866702288,64.95325020805467,64.95325020805467,65.04929541703314,65.04929541703314,64.95325020805467,65.0526103329612,66.0053887499962,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
66.01649987499695,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,17,33,down,0.1,1.15,66.00553720805328,66.01649987499695,66.01649987499695,66.5034937079763,66.5034937079763,66.6000048329588,66.6000048329588,66.5034937079763,66.60345929197501,67.28633866703603,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
67.28892441699281,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,18,34,down,0.1,1.0499999999999998,67.28649037505966,67.28892441699281,67.28892441699281,67.78394816699438,67.78394816699438,67.87080875004176,67.87080875004176,67.7875637919642,67.88395708298776,68.83715999999549,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
68.83978741697501,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,18,35,down,0.1,0.7,68.83730508305598,68.83978741697501,68.83978741697501,69.33818279195111,69.33818279195111,69.43462229205761,69.43462229205761,69.33818279195111,69.43462229205761,70.59089566697367,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
70.60184279200621,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,19,36,down,0.1,0.6,70.59106187499128,70.60184279200621,70.60184279200621,71.08910583297256,71.08910583297256,71.18955975002609,71.18955975002609,71.08910583297256,71.20204912498593,71.87176758295391,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
71.87446229206398,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,19,37,down,0.1,0.9499999999999998,71.87191700004041,71.87446229206398,71.87446229206398,72.36931829201058,72.36931829201058,72.45552283304278,72.45552283304278,72.37252624996472,72.46933779201936,73.22228179196827,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
73.22497316705994,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,20,38,down,0.1,0.5,73.2224439169513,73.22497316705994,73.22497316705994,73.71989154198673,73.71989154198673,73.8200324169593,73.8200324169593,73.72360987495631,73.8200324169593,74.98986995802261,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
74.9926334170159,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,20,39,down,0.1,0.8499999999999999,74.99001970805693,74.9926334170159,74.9926334170159,75.48734608304221,75.48734608304221,75.57406537502538,75.57406537502538,75.49070904206019,75.587421208038,76.37374679197092,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
76.37643183302134,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,21,40,down,0.1,0.7499999999999999,76.37390233296901,76.37643183302134,76.37643183302134,76.87136541702785,76.87136541702785,76.95791825000197,76.95791825000197,76.87466283305548,76.97139125003014,78.99187754199374,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
78.99459566699807,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,21,41,down,0.1,0.4,78.99202879203949,78.99459566699807,78.99459566699807,79.48916200001258,79.48916200001258,79.57588045799639,79.57588045799639,79.49277937505394,79.5892101250356,80.659429750056,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
80.66211191704497,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,22,42,down,0.1,0.6499999999999999,80.65958687500097,80.66211191704497,80.66211191704497,81.16019291698467,81.16019291698467,81.25664787506685,81.25664787506685,81.17328049999196,81.25664787506685,83.39384666702244,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
83.39662220806349,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,22,43,down,0.1,0.30000000000000004,83.39400662505068,83.39662220806349,83.39662220806349,83.89102862495929,83.89102862495929,83.97786316706333,83.97786316706333,83.89431716699619,83.99115733301733,85.1612517919857,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
85.16396333300509,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,23,44,down,0.1,0.5499999999999999,85.16140916699078,85.16396333300509,85.16396333300509,85.65861637506168,85.65861637506168,85.74548170797061,85.74548170797061,85.66227558301762,85.75866233301349,86.61495887499768,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
86.62581370805856,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,23,45,down,0.1,0.20000000000000004,86.61511574999895,86.62581370805856,86.62581370805856,87.11293404200114,87.11293404200114,87.20934870804194,87.20934870804194,87.11293404200114,87.21288879204076,88.29592479206622,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
88.29866325005423,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,24,46,down,0.1,0.44999999999999996,88.29610033298377,88.29866325005423,88.29866325005423,88.79338050005026,88.79338050005026,88.88004508300219,88.88004508300219,88.7966735829832,88.89340974995866,90.56372895801906,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
90.56654745806009,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,24,47,up,0.1,0.30000000000000004,90.56389079196379,90.56654745806009,90.56654745806009,91.06108200002927,91.06108200002927,91.14773099997547,91.14773099997547,91.06463658297434,91.16114012501203,91.74735770805273,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
91.75004687497858,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,25,48,up,0.1,0.4,91.7475206250092,91.75004687497858,91.75004687497858,92.24494095798582,92.24494095798582,92.33159337495454,92.33159337495454,92.24803354195319,92.34487995796371,92.81453416706063,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
92.81718995806295,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,25,49,up,0.1,0.5499999999999999,92.81468741700519,92.81718995806295,92.81718995806295,93.31207991705742,93.31207991705742,93.39855416701175,93.39855416701175,93.31516895804089,93.41209958295804,93.81807741697412,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
93.82900316698942,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,26,50,up,0.1,0.5,93.81822770799045,93.82900316698942,93.82900316698942,94.31573429203127,94.31573429203127,94.41258516698144,94.41258516698144,94.31573429203127,94.41608091699891,94.89886449999176,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
94.90159620798659,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,26,51,up,0.1,0.6499999999999999,94.89901883306447,94.90159620798659,94.90159620798659,95.39635987498332,95.39635987498332,95.48289154202212,95.48289154202212,95.39953237504233,95.49639929202385,96.04933929198887,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
96.0520112500526,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,27,52,up,0.1,0.6,96.04951454198454,96.0520112500526,96.0520112500526,96.54686691705137,96.54686691705137,96.63379224995151,96.63379224995151,96.55023775005247,96.64692941703834,97.10305000003427,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
97.11382337496616,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,27,53,down,0.1,0.5499999999999999,97.10318895801902,97.11382337496616,97.11382337496616,,,,,,,97.21624545799568,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
97.2186312499689,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,28,54,up,0.1,0.7,97.21638204203919,97.2186312499689,97.2186312499689,,,,,,,97.34974279196467,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
97.3522234170232,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,28,55,down,0.1,0.44999999999999996,97.34989033301827,97.3522234170232,97.3522234170232,,,,,,,97.43349812505767,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
97.43595512502361,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,29,56,up,0.1,0.7999999999999999,97.43364266701974,97.43595512502361,97.43595512502361,,,,,,,97.58332075004,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
97.58577795804013,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,29,57,down,0.1,0.35,97.58347545797005,97.58577795804013,97.58577795804013,98.08095437497832,98.08095437497832,98.16724908305332,98.16724908305332,98.08428366703447,98.18091712496243,98.7005319170421,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
98.70314616698306,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,30,58,up,0.1,0.8999999999999999,98.70069004199468,98.70314616698306,98.70314616698306,99.1980924999807,99.1980924999807,99.28439504199196,99.28439504199196,99.20130604202859,99.29814245796297,99.76742758299224,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
99.76982345804572,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,30,59,up,0.1,0.44999999999999996,99.76756295806263,99.76982345804572,99.76982345804572,100.26518654206302,100.26518654206302,100.35201479203533,100.35201479203533,100.2679604999721,100.3653932500165,101.05192208301742,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
101.05470616696402,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,31,60,up,0.1,0.9999999999999999,101.05208541697357,101.05470616696402,101.05470616696402,101.54919579206035,101.54919579206035,101.63581291702576,101.63581291702576,101.55279766698368,101.6491603750037,102.45220062497538,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
102.45483437506482,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,31,61,up,0.1,0.5499999999999999,102.45234758302104,102.45483437506482,102.45483437506482,102.94975954201072,102.94975954201072,103.03633854200598,103.03633854200598,102.95417929196265,103.04981854197104,103.65268441697117,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
103.65530483296607,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,32,62,up,0.1,1.0999999999999999,103.65284383296967,103.65530483296607,103.65530483296607,104.15030362503603,104.15030362503603,104.23816716705915,104.23816716705915,104.15540991700254,104.25037608295679,104.62002762500197,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
