center,surround,correct,thisN,thisTrialN,thisRepN,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.03127462510019541,0.03531400009524077,0.03531400009524077,2.60509087506216,space,2.535696457955055,None,,,,,,,,,,,,,,,,,164748,001,2025-08-14_12h02.00.296,tilt_staircase,2024.2.4,None,2025-08-14 12h02.14.344942 -0700,
,,,,,,,,,,,,,,,,,,,2.6051287080626935,2.613441708032042,2.613441708032042,2.995405500056222,space,0.3751742079621181,None,,,,,,,,,,164748,001,2025-08-14_12h02.00.296,tilt_staircase,2024.2.4,None,2025-08-14 12h02.14.344942 -0700,
30,0,right,0,0,0,0,0,0,0,3.0205677080666646,,,,,,,,,,,,,,,,3.010620417073369,3.0205677080666646,3.0205677080666646,3.492619000026025,3.492619000026025,3.513938417076133,4.480838042101823,4.480838042101823,4.492719000088982,,,,,,,,
