trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,surround.started,center.started,resp.started,text.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
13,5,20.0,6.076354290940799,,6.069656083011068,6.076354290940799,6.076354290940799,6.076354290940799,6.076354290940799,6.2555703750113025,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
14,5,20.0,6.2662209999980405,,6.256666957982816,6.2662209999980405,6.2662209999980405,6.2662209999980405,6.2662209999980405,6.469033624976873,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
15,5,20.0,6.473062332952395,,6.47021483303979,6.473062332952395,6.473062332952395,6.473062332952395,6.473062332952395,6.638570124981925,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
16,5,20.0,6.649753332952969,,6.639622332993895,6.649753332952969,6.649753332952969,6.649753332952969,6.649753332952969,6.768875499954447,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
17,5,20.0,6.772584958001971,,6.769927707966417,6.772584958001971,6.772584958001971,6.772584958001971,6.772584958001971,6.889486665953882,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
18,5,20.0,6.89986962499097,,6.890584875014611,6.89986962499097,6.89986962499097,6.89986962499097,6.89986962499097,7.018778083031066,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
19,5,20.0,7.022546416032128,,7.019839750020765,7.022546416032128,7.022546416032128,7.022546416032128,7.022546416032128,7.135782958008349,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
20,5,20.0,7.1396703330101445,,7.136806332971901,7.1396703330101445,7.1396703330101445,7.1396703330101445,7.1396703330101445,7.269446708029136,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
21,5,20.0,7.27335925004445,,7.270545499981381,7.27335925004445,7.27335925004445,7.27335925004445,7.27335925004445,7.406056666048244,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
22,5,20.0,7.416765291010961,,7.407219041022472,7.416765291010961,7.416765291010961,7.416765291010961,7.416765291010961,7.536211290978827,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
23,5,20.0,7.540286583011039,,7.53730500000529,7.540286583011039,7.540286583011039,7.540286583011039,7.540286583011039,7.656638665939681,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
24,5,20.0,7.666850124951452,,7.657745540956967,7.666850124951452,7.666850124951452,7.666850124951452,7.666850124951452,7.772809499991126,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
25,5,20.0,7.78359491599258,,7.773988457978703,7.78359491599258,7.78359491599258,7.78359491599258,7.78359491599258,7.886151249986142,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
26,5,20.0,7.890277666039765,,7.887266124947928,7.890277666039765,7.890277666039765,7.890277666039765,7.890277666039765,8.019233415951021,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
27,5,20.0,8.023098374949768,,8.020329124992713,8.023098374949768,8.023098374949768,8.023098374949768,8.023098374949768,8.156149207963608,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
28,5,20.0,8.167095541022718,,8.157256082980894,8.167095541022718,8.167095541022718,8.167095541022718,8.167095541022718,8.270204750006087,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
29,5,20.0,8.275192250031978,,8.271454583038576,8.275192250031978,8.275192250031978,8.275192250031978,8.275192250031978,8.386717165936716,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
30,5,20.0,8.391260582953691,,8.387917082989588,8.391260582953691,8.391260582953691,8.391260582953691,8.391260582953691,8.519772666040808,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
,,,8.523701041005552,,8.520873915986158,8.523701041005552,8.523701041005552,8.523701041005552,8.523701041005552,,,,,,,,,
