trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,surround.started,center.started,resp.started,text.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,5,20.0,0.04339204099960625,,0.03656375000718981,0.04339204099960625,0.04339204099960625,0.04339204099960625,0.04339204099960625,2.220710124936886,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
1,5,20.0,2.298470583045855,,2.2220678329467773,2.298470583045855,2.298470583045855,2.298470583045855,2.298470583045855,4.201329416013323,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
2,5,20.0,4.213152708020061,,4.20252575003542,4.213152708020061,4.213152708020061,4.213152708020061,4.213152708020061,4.518055415945128,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
3,5,20.0,4.522260957979597,,4.519260916044004,4.522260957979597,4.522260957979597,4.522260957979597,4.522260957979597,4.784769249963574,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
4,5,20.0,4.788761375006288,,4.785894874949008,4.788761375006288,4.788761375006288,4.788761375006288,4.788761375006288,4.921423999941908,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
5,5,20.0,4.932299374951981,,4.92252462496981,4.932299374951981,4.932299374951981,4.932299374951981,4.932299374951981,5.0382634999696165,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
6,5,20.0,5.048998665995896,,5.039368291036226,5.048998665995896,5.048998665995896,5.048998665995896,5.048998665995896,5.1515583749860525,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
7,5,20.0,5.155515208025463,,5.1526730000041425,5.155515208025463,5.155515208025463,5.155515208025463,5.155515208025463,5.252099290955812,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
8,5,20.0,5.256974374991842,,5.253457749960944,5.256974374991842,5.256974374991842,5.256974374991842,5.256974374991842,5.36846466595307,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
9,5,20.0,5.372546707978472,,5.369619915960357,5.372546707978472,5.372546707978472,5.372546707978472,5.372546707978472,5.468661000020802,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
10,5,20.0,5.472821249975823,,5.469794707954861,5.472821249975823,5.472821249975823,5.472821249975823,5.472821249975823,5.585095957969315,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
11,5,20.0,5.589146540965885,,5.586273249937221,5.589146540965885,5.589146540965885,5.589146540965885,5.589146540965885,5.855173415970057,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
12,5,20.0,5.866073832963593,,5.856302083004266,5.866073832963593,5.866073832963593,5.866073832963593,5.866073832963593,6.0684911659918725,457284,001,2025-08-11_14h00.43.843,tilt_staircase,2024.2.4,None,2025-08-11 14h01.11.116305 -0700,
