center,surround,type,surr_type,surr_opacity,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,text_4.started,surround_grating.stopped,center_grating.stopped,trial.stopped,resp.keys,resp.rt,resp.duration,break_2.started,break_2.stopped,key_resp_10.keys,text_2.started,key_resp_10.started,key_resp_10.rt,key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.013009959002374671,0.0291066249992582,0.0291066249992582,6.873966459002986,space,6.80277287500212,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,6.874001584001235,6.8904532919987105,6.8904532919987105,11.01308558400342,space,4.118816792004509,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.035901417002606,11.049378333998902,11.049378333998902,14.72935245899862,space,3.6735571659955895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.745441708997532,14.75574104199768,14.75574104199768,17.086112375000084,space,2.3240781249987776,None,,,,,,,,,,,,,,,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-1.9444444444444449,-15.0,m1,negs,100,,,,,,,,,0,0,0,385,17.14693737500056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.13944362499751,17.14693737500056,17.676077791998978,17.676077791998978,17.682587834002334,17.751143791996583,17.751143791996583,18.753352749998157,left,1.6049615830052062,None,18.755491791998793,18.755538792000152,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-0.4444444444444446,-15.0,p2,negs,100,,,,,,,,,0,1,1,518,18.814174166996963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7565927090036,18.814174166996963,19.25627566700132,19.25627566700132,19.33591216700006,19.33591216700006,19.33591216700006,19.902397792000556,right,1.0817612079990795,None,19.90278075000242,19.902823875003378,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
1.5,0.0,PSE,noss,0,,,,,,,,,0,2,2,628,19.9146013339996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.90318383400154,19.9146013339996,20.406671249998908,20.406671249998908,20.478280875002383,20.478280875002383,20.478280875002383,21.869313791998138,right,1.9499394160011434,None,21.869686291996913,21.869726541997807,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
6.277777777777779,15.0,m2,poss,100,,,,,,,,,0,3,3,77,21.87866912499885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.870104041998275,21.87866912499885,22.373756291999598,22.373756291999598,22.44490450000012,22.451957833996858,22.451957833996858,23.23580737500015,right,1.350846500004991,None,23.236169834002794,24.929936250002356,space,23.244732708997617,23.244732708997617,1.6812672910018591,None,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
1.5,0.0,PSE,noss,0,,,,,,,,,0,4,4,622,24.942156208999222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.931446959002642,24.942156208999222,25.42799720900075,25.42799720900075,25.50253179200081,25.50253179200081,25.50253179200081,26.419592209000257,right,1.4733044579988928,None,26.41996179200214,26.42000216699671,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
2.0,0.0,p1,noss,0,,,,,,,,,0,5,5,656,26.42927491699811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.42035983400274,26.42927491699811,26.922880459002045,26.922880459002045,26.994951084001514,27.002555624996603,27.002555624996603,27.47966933400312,right,1.040647458001331,None,27.48010820899799,27.480161792002036,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-2.4444444444444446,-15.0,m2,negs,100,,,,,,,,,0,6,6,327,27.48955283399846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.48060354199697,27.48955283399846,27.979488833996584,27.979488833996584,28.052811166999163,28.052811166999163,28.052811166999163,28.76951908400224,left,1.2738191669996013,None,28.769975167000666,28.77002404200175,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
7.277777777777779,15.0,PSE,poss,100,,,,,,,,,0,7,7,129,28.795293167000636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.770461792002607,28.795293167000636,29.273094666998077,29.273094666998077,29.344984499999555,29.344984499999555,29.344984499999555,29.919526833997224,right,1.1194132500022533,None,29.919895874998474,29.919934500001546,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-0.4444444444444446,-15.0,p2,negs,100,,,,,,,,,0,8,8,506,29.929171374998987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.920287000000826,29.929171374998987,30.422300334001193,30.422300334001193,30.495024167001247,30.495024167001247,30.495024167001247,31.203600583998195,right,1.2730622910021339,None,31.20403329200053,31.204080041999987,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
5.777777777777779,15.0,m3,poss,100,,,,,,,,,0,9,9,23,31.213877750000393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.20449891700264,31.213877750000393,31.70545787500305,31.70545787500305,31.77839016699727,31.77839016699727,31.77839016699727,32.51960416699876,right,1.3017977499985136,None,32.520050583996635,32.52009995900153,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-0.9444444444444446,-15.0,p1,negs,100,,,,,,,,,0,10,10,460,32.53025937500206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.520528624998406,32.53025937500206,33.02336016699701,33.02336016699701,33.094990459001565,33.101887500000885,33.101887500000885,33.86295204199996,right,1.3254354579985375,None,33.86332337500062,33.86336379199929,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-0.0555555555555553,-15.0,p3,negs,100,,,,,,,,,0,11,11,551,33.87251404199924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.863725333998445,33.87251404199924,34.36254979200021,34.36254979200021,34.43586387499818,34.43586387499818,34.43586387499818,36.16305016700062,right,2.2851145840031677,None,36.1634195000006,36.16345887500211,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-1.9444444444444449,-15.0,m1,negs,100,,,,,,,,,0,12,12,383,36.172649583997554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.16381358399667,36.172649583997554,36.662089541998284,36.662089541998284,36.736368666999624,36.736368666999624,36.736368666999624,37.413286875002086,right,1.23179091700149,None,37.413737292001315,37.413784625001426,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
2.5,0.0,p2,noss,0,,,,,,,,,0,13,13,676,37.42354133399931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.41421637500025,37.42354133399931,37.91134495900042,37.91134495900042,37.98669383399829,37.98669383399829,37.98669383399829,38.59664833400166,right,1.1632031249973807,None,38.59701412499999,38.597052500001155,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
2.5,0.0,p2,noss,0,,,,,,,,,0,14,14,662,38.60650483400241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.59745904200099,38.60650483400241,39.11212450000312,39.11212450000312,39.17103837500326,39.18509579200327,39.18509579200327,39.646894249999605,right,1.038993374997517,None,39.647324124998704,39.64737504199729,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
5.777777777777779,15.0,m3,poss,100,,,,,,,,,0,15,15,38,39.65704370899766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.64779108399671,39.65704370899766,40.14587833399855,40.14587833399855,40.22008145900327,40.22008145900327,40.22008145900327,40.98010824999801,right,1.314132833002077,None,40.98046987500129,40.980509291999624,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
0.5,0.0,m2,noss,0,,,,,,,,,0,16,16,583,40.989580875000684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.98086966700066,40.989580875000684,41.478179958998226,41.478179958998226,41.552526874998875,41.552526874998875,41.552526874998875,42.20314599999983,right,1.20782679200056,None,42.20351454200136,42.20355404199654,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-0.9444444444444446,-15.0,p1,negs,100,,,,,,,,,0,17,17,473,42.228657166997436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.203899583997554,42.228657166997436,42.706210083997576,42.706210083997576,42.778424459000234,42.78553712499706,42.78553712499706,43.26327324999875,left,1.025540375005221,None,43.2637180840029,43.2637665000002,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-0.9444444444444446,-15.0,p1,negs,100,,,,,,,,,0,18,18,464,43.27378495899757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.26418908400228,43.27378495899757,43.761765000002924,43.761765000002924,43.83686441699683,43.83686441699683,43.83686441699683,44.39719858400349,right,1.1220218750022468,None,44.39764529200329,44.397693375001836,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-0.9444444444444446,-15.0,p1,negs,100,,,,,,,,,0,19,19,467,44.40696583400131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.398109875000955,44.40696583400131,44.895805542000744,44.895805542000744,44.968981792000704,44.968981792000704,44.968981792000704,45.43640937499731,right,1.0245460829974036,None,45.43685845899745,45.43690591699851,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-1.4444444444444446,-15.0,PSE,negs,100,,,,,,,,,0,20,20,403,45.46195983399957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.43732699999964,45.46195983399957,45.94064999999682,45.94064999999682,46.01189216700004,46.01871341699734,46.01871341699734,46.763441666997096,left,1.2912498750010855,None,46.76387766699918,46.76392495899927,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-2.4444444444444446,-15.0,m2,negs,100,,,,,,,,,0,21,21,326,46.77314050000132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.76435362500342,46.77314050000132,47.26188945899776,47.26188945899776,47.33574562500144,47.33574562500144,47.33574562500144,48.11314395900263,left,1.335750124999322,None,48.11357795899676,48.11362512499909,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-2.9444444444444446,-15.0,m3,negs,100,,,,,,,,,0,22,22,302,48.12360887500108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.11404749999929,48.12360887500108,48.61198929200327,48.61198929200327,48.686683624997386,48.686683624997386,48.686683624997386,49.20372483399842,left,1.078840666996257,None,49.20408412499819,49.2041221249965,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
8.777777777777779,15.0,p3,poss,100,,,,,,,,,0,23,23,277,49.22875645900058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2044756250034,49.22875645900058,49.70570379200217,49.70570379200217,49.778575999996974,49.778575999996974,49.778575999996974,50.347272917002556,right,1.1171305419993587,None,50.34771300000284,50.347758999996586,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-2.9444444444444446,-15.0,m3,negs,100,,,,,,,,,0,24,24,290,50.35727366700303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.348170334000315,50.35727366700303,50.84597191699868,50.84597191699868,50.92060833400319,50.92060833400319,50.92060833400319,51.529913999998826,left,1.1680077089986298,None,51.53037233399664,51.530418709000514,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
8.277777777777779,15.0,p2,poss,100,,,,,,,,,0,25,25,224,51.53968737499963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.53087237499858,51.53968737499963,52.028863958999864,52.028863958999864,52.10301058400364,52.10301058400364,52.10301058400364,52.56345175000024,right,1.0156588329991791,None,52.563886750001984,52.56393299999763,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
2.5,0.0,p2,noss,0,,,,,,,,,0,26,26,679,52.57350066700019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.564347209001426,52.57350066700019,53.06255104199954,53.06255104199954,53.136733166997146,53.136733166997146,53.136733166997146,53.62993554199784,left,1.0551040409991401,None,53.630362541996874,53.63041033400077,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
7.277777777777779,15.0,PSE,poss,100,,,,,,,,,0,27,27,153,53.63971333399968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.63082625000243,53.63971333399968,54.129874416998064,54.129874416998064,54.203164416998334,54.203164416998334,54.203164416998334,55.23012404199835,left,1.584199417004129,None,55.230557417002274,55.230604709002364,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
7.277777777777779,15.0,PSE,poss,100,,,,,,,,,0,28,28,128,55.24002108399873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.23103925000032,55.24002108399873,55.728033209001296,55.728033209001296,55.80273124999803,55.80273124999803,55.80273124999803,56.50388350000139,right,1.2584224580059526,None,56.50432645899855,56.50437345899991,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
7.777777777777779,15.0,p1,poss,100,,,,,,,,,0,29,29,183,56.51394666700071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.50475749999896,56.51394666700071,57.00611741699686,57.00611741699686,57.07890724999743,57.08595554200292,57.08595554200292,57.530068041996856,right,1.014321957998618,None,57.53050420899672,57.53054987500218,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-0.4444444444444446,-15.0,p2,negs,100,,,,,,,,,0,30,30,481,57.540157709001505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5309686249966,57.540157709001505,58.02853208399756,58.02853208399756,58.10233045899804,58.10233045899804,58.10233045899804,58.846264542000426,left,1.3025960000013583,None,58.84662645900244,58.846666167002695,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
6.277777777777779,15.0,m2,poss,100,,,,,,,,,0,31,31,63,58.85579441700247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.84701179200056,58.85579441700247,59.340642374998424,59.340642374998424,59.419366417001584,59.419366417001584,59.419366417001584,59.97031333400082,right,1.113113916995644,None,59.97075029199914,59.97079745899828,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-2.4444444444444446,-15.0,m2,negs,100,,,,,,,,,0,32,32,340,59.99560979200032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9712087500011,59.99560979200032,60.47288808399753,60.47288808399753,60.54574054200202,60.55261570899893,60.55261570899893,61.06341554199753,left,1.0663452499939012,None,61.06378341699747,61.06382295899675,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-0.0555555555555553,-15.0,p3,negs,100,,,,,,,,,0,33,33,536,61.07301154200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.064164292001806,61.07301154200104,61.561457834002795,61.561457834002795,61.636690125000314,61.636690125000314,61.636690125000314,62.67950545899657,right,1.6028290829999605,None,62.67986699999892,62.6799079170014,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
2.0,0.0,p1,noss,0,,,,,,,,,0,34,34,645,62.68895516700286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.68024454200349,62.68895516700286,63.172753541999555,63.172753541999555,63.253671584003314,63.24599429200316,63.24599429200316,63.9965979999979,left,1.2989494159992319,None,63.99703862499882,63.99708558400016,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
7.277777777777779,15.0,PSE,poss,100,,,,,,,,,0,35,35,125,64.006698666999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99752270900353,64.006698666999,64.49544829200022,64.49544829200022,64.56900620899978,64.56900620899978,64.56900620899978,65.047058791999,right,1.0307997909985716,None,65.0475100420008,65.04755575000308,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-0.4444444444444446,-15.0,p2,negs,100,,,,,,,,,0,36,36,487,65.05693933399743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.04797529200005,65.05693933399743,65.54564950000349,65.54564950000349,65.6206438750014,65.6206438750014,65.6206438750014,66.26302533400303,left,1.2026371669999207,None,66.26338116700208,66.26342316700175,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
6.277777777777779,15.0,m2,poss,100,,,,,,,,,0,37,37,71,66.27250629199989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.26377341699845,66.27250629199989,66.7566859169965,66.7566859169965,66.83648595900013,66.82928520900168,66.82928520900168,67.37968395899952,right,1.1000162080017617,None,67.38011129199731,67.38015879200248,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
3.0,0.0,p3,noss,0,,,,,,,,,0,38,38,682,67.3897297500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.38060566700005,67.3897297500007,67.87415054199664,67.87415054199664,67.95268045899866,67.95268045899866,67.95268045899866,68.66353137500118,left,1.2720544999974663,None,68.66388858400023,68.66392529199948,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-0.0555555555555553,-15.0,p3,negs,100,,,,,,,,,0,39,39,525,68.67293345899816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.66426879200299,68.67293345899816,69.1615143750023,69.1615143750023,69.2369815839993,69.2369815839993,69.2369815839993,69.78043608400185,right,1.0991385000015725,None,69.78088195899909,69.78093020900269,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-0.9444444444444446,-15.0,p1,negs,100,,,,,,,,,0,40,40,465,69.79018041700328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.78134795899678,69.79018041700328,70.27873125000042,70.27873125000042,70.35309079199942,70.35309079199942,70.35309079199942,70.96375045899913,left,1.1723777499937569,None,70.96411045899731,70.96414804200322,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-2.4444444444444446,-15.0,m2,negs,100,,,,,,,,,0,41,41,339,70.97320241700072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9644919170023,70.97320241700072,71.46317558400187,71.46317558400187,71.53664050000225,71.53664050000225,71.53664050000225,72.38718370899733,left,1.407479167006386,None,72.38754741699813,72.38758750000125,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
8.277777777777779,15.0,p2,poss,100,,,,,,,,,0,42,42,225,72.41222725000262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.38793479200103,72.41222725000262,72.89098954200017,72.89098954200017,72.962141875003,72.96916724999755,72.96916724999755,73.46325429200078,right,1.0475566659952165,None,73.46368458399957,73.46373529200355,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-1.4444444444444446,-15.0,PSE,negs,100,,,,,,,,,0,43,43,408,73.47302366700023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.46416154199687,73.47302366700023,73.96284416699928,73.96284416699928,74.03749891700136,74.03749891700136,74.03749891700136,74.50410104200273,left,1.0278529170027468,None,74.50453908400232,74.50458729200182,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
2.5,0.0,p2,noss,0,,,,,,,,,0,44,44,673,74.513938666998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.50498712500121,74.513938666998,75.0066170420032,75.0066170420032,75.07882891700137,75.07882891700137,75.07882891700137,75.7041146249976,right,1.188653584002168,None,75.70455383400258,75.70460216700303,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
8.777777777777779,15.0,p3,poss,100,,,,,,,,,0,45,45,274,75.7139798749995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.70501979200344,75.7139798749995,76.2067509999979,76.2067509999979,76.27886458399735,76.28602916700038,76.28602916700038,76.71256045899645,right,0.9889286670004367,None,76.71297383400088,76.71301362499798,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-1.4444444444444446,-15.0,PSE,negs,100,,,,,,,,,0,46,46,423,76.71997704199748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.71335283399821,76.71997704199748,77.20673425000132,77.20673425000132,77.28702099999646,77.28702099999646,77.28702099999646,77.8299518749991,left,1.10500604200206,None,77.83038533399667,77.83043166699645,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
-1.9444444444444449,-15.0,m1,negs,100,,,,,,,,,0,47,47,367,77.83994829199946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.83085233400197,77.83994829199946,78.32804341700103,78.32804341700103,78.40386220900109,78.40386220900109,78.40386220900109,78.83010325000214,left,0.9859225000036531,None,78.83053683400067,78.83058300000266,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
0.0,0.0,m3,noss,0,,,,,,,,,0,48,48,560,78.83990012499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.83099366699753,78.83990012499999,79.32983254199644,79.32983254199644,79.40373879200342,79.40373879200342,79.40373879200342,80.00384287499764,left,1.1612729170010425,None,80.00427720900188,80.00432220900257,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
1.0,0.0,m1,noss,0,,,,,,,,,0,49,49,618,80.01400383400323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0047512500023,80.01400383400323,80.50660516700009,80.50660516700009,80.57893066699762,80.57893066699762,80.57893066699762,81.11314283400134,right,1.0932783329990343,None,81.11351187500259,81.11354983400088,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
7.777777777777779,15.0,p1,poss,100,,,,,,,,,0,50,50,181,81.12284708399966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.11390479200054,81.12284708399966,81.60711591700237,81.60711591700237,81.68688083400048,81.68688083400048,81.68688083400048,82.24631570900237,right,1.1147933329993975,None,82.24675187499815,82.24679716699757,None,,,,,,,,,,,,sofia,0,2025-08-22_15h21.11.774,tilt_mocs,2023.2.3,120.87885016276718,2025-08-22 15h21.24.319574 -0400,
