center,surround,type,surr_type,surr_opacity
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.19444444444444442,15.0,m3,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
0.6944444444444444,15.0,m2,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.1944444444444444,15.0,m1,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
1.6944444444444444,15.0,PSE,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.1944444444444446,15.0,p1,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
2.6944444444444446,15.0,p2,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
3.1944444444444446,15.0,p3,poss,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
-3.9166666666666665,-15.0,m3,negs,100
