thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,0.008864957999321632,0.01609137500054203,0.01609137500054203,344.3236724579983,space,344.2603513329959,None,,,,,,21049993,0,2025-12-01_12h59.12.550,tilt_mocs,2024.2.4,None,2025-12-01 12h59.24.742469 -0500,
,,,,,,,,,344.3252641250001,344.3488545,344.3488545,344.3488545,344.3488545,,,,,,,,
