center,surround,correct,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,opacity,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.009713624996948056,0.017604291999305133,0.017604291999305133,0.8659715419998975,space,0.8011964999968768,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brian,0,2025-08-22_14h29.09.010,tilt_staircase,2023.2.3,None,2025-08-22 14h30.01.566126 -0400,
,,,,,,,,,,,,,,,,,,,,,0.8660194169933675,0.8842619589995593,0.8842619589995593,1.3653316669951892,space,0.4764282919932157,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brian,0,2025-08-22_14h29.09.010,tilt_staircase,2023.2.3,None,2025-08-22 14h30.01.566126 -0400,
30,0,right,0,0,0,0,,,,,,1.3863668749982025,,,,,,,,,,,,,,,,1.377219709000201,1.3863668749982025,1.8689349999986007,1.8689349999986007,2.863732333993539,2.863732333993539,2.863732333993539,3.6651966249992256,right,1,2.2742134159998386,None,3.6660534999973606,3.7024905839934945,5.170133583997085,,,,,,,,,,,,,,,,brian,0,2025-08-22_14h29.09.010,tilt_staircase,2023.2.3,None,2025-08-22 14h30.01.566126 -0400,
-30,0,left,0,1,1,1,,,,,,5.180752124993887,,,,,,,,,,,,,,,,5.170617791998666,5.180752124993887,5.664515500000562,5.664515500000562,,,,6.098575541996979,left,1,0.9087553749996005,None,6.099114874996303,6.108145250000234,7.597928333998425,7.603981124993879,,,,,,,,,,,,,,,brian,0,2025-08-22_14h29.09.010,tilt_staircase,2023.2.3,None,2025-08-22 14h30.01.566126 -0400,
30,60,right,0,2,2,2,,,,,,7.603981124993879,,,,,,,,,,,,,,,,7.5983389589964645,7.603981124993879,8.097064041998237,8.097064041998237,9.086233999994874,9.086233999994874,9.097333541998523,9.848677249996399,right,1,2.23481916700257,None,9.849207291998027,9.857279833995563,11.348170499994012,11.35454616700008,,,,,,,,,,,,,,,brian,0,2025-08-22_14h29.09.010,tilt_staircase,2023.2.3,None,2025-08-22 14h30.01.566126 -0400,
-30,-60,left,0,3,3,3,,,,,,11.35454616700008,,,,,,,,,,,,,,,,11.348670833998767,11.35454616700008,11.846895624999888,11.846895624999888,,,,12.305382374994224,left,1,0.9468750419982825,None,12.306044749995635,12.315491208995809,13.804308499995386,13.813744541999768,,,,,,,,,,,,,,,brian,0,2025-08-22_14h29.09.010,tilt_staircase,2023.2.3,None,2025-08-22 14h30.01.566126 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.804391166995629,13.813744541999768,13.813744541999768,14.471768041999894,space,0.6537706659946707,None,,,,,,,,brian,0,2025-08-22_14h29.09.010,tilt_staircase,2023.2.3,None,2025-08-22 14h30.01.566126 -0400,
,,,,,,,,,,,,14.487352583993925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.47875433399895,14.487352583993925,14.97765408399573,14.97765408399573,15.04710408399842,15.05370666700037,15.05370666700037,,,,,,,,
