center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,0.01247349998448044,0.018962208996526897,0.018962208996526897,6.507039458956569,space,6.433960207970813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235080,001,2025-08-16_11h17.08.088,tilt_mocs,2024.2.4,None,2025-08-16 11h17.16.814533 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.507126083946787,6.522268458968028,6.522268458968028,7.581714749918319,space,1.0564786249306053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235080,001,2025-08-16_11h17.08.088,tilt_mocs,2024.2.4,None,2025-08-16 11h17.16.814533 -0700,
30,0,right,0,0,0,right,1,2.013614375027828,None,,0,0,0,0,,,,,7.607788958935998,,,,,,,,,,,,,,,,7.593971458962187,7.607788958935998,8.090260124998167,8.090260124998167,9.080472958972678,9.080472958972678,9.080472958972678,9.625301416963339,right,1,2.013614375027828,None,9.629804666968994,9.68606970901601,11.128803708939813,,,,,,,,,,,,,,,,235080,001,2025-08-16_11h17.08.088,tilt_mocs,2024.2.4,None,2025-08-16 11h17.16.814533 -0700,
-30,0,left,1,1,0,left,1,0.9946659170091152,None,,0,1,1,1,,,,,11.140409042011015,,,,,,,,,,,,,,,,11.129753749934025,11.140409042011015,11.622689459007233,11.622689459007233,,,,12.143005084013566,left,1,0.9946659170091152,None,12.143170792027377,12.151341791963205,13.641190959024243,13.646180749987252,,,,,,,,,,,,,,,235080,001,2025-08-16_11h17.08.088,tilt_mocs,2024.2.4,None,2025-08-16 11h17.16.814533 -0700,
30,60,right,2,2,0,right,1,0.8787227499997243,None,,0,2,2,2,,,,,13.646180749987252,,,,,,,,,,,,,,,,13.64225604198873,13.646180749987252,14.140603041974828,14.140603041974828,,,,14.527438584016636,right,1,0.8787227499997243,None,14.527557292021811,14.535002292017452,16.024410333950073,16.028853541938588,,,,,,,,,,,,,,,235080,001,2025-08-16_11h17.08.088,tilt_mocs,2024.2.4,None,2025-08-16 11h17.16.814533 -0700,
-30,-60,left,3,3,0,left,1,1.0182942500105128,None,,0,3,3,3,,,,,16.028853541938588,,,,,,,,,,,,,,,,16.025342167005874,16.028853541938588,16.5238599589793,16.5238599589793,,,,17.05019854195416,left,1,1.0182942500105128,None,17.050293124979362,17.057390708941966,18.541719959001057,18.5491618339438,,,,,,,,,,,,,,,235080,001,2025-08-16_11h17.08.088,tilt_mocs,2024.2.4,None,2025-08-16 11h17.16.814533 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.54186416696757,18.5491618339438,18.5491618339438,19.412173749995418,space,0.8544258750043809,None,,,,,,,,235080,001,2025-08-16_11h17.08.088,tilt_mocs,2024.2.4,None,2025-08-16 11h17.16.814533 -0700,
-30,-60,left,0,0,0,,,,,100,,,,,0,0,0,0,19.42625820892863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.419243333977647,19.42625820892863,19.923815166926943,19.923815166926943,19.990150291938335,19.998172541963868,19.998172541963868,,,,,,,,
