center,surround,type,surr_type,surr_opacity,thisN,thisTrialN,thisRepN,resp.keys,resp.rt,resp.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,test_norm.started,surround_practice_4.started,center_practice_4.started,key_resp_9.started,test_norm.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_4.started,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.01798041700385511,0.02269870787858963,0.02269870787858963,5.737508916994557,space,5.688046708004549,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814107,001,2025-08-19_16h58.50.299,tilt_mocs,2024.2.4,None,2025-08-19 16h58.57.381641 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.737895791884512,5.773081457940862,5.773081457940862,5.773081457940862,13.775430917041376,space,7.9978110829833895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814107,001,2025-08-19_16h58.50.299,tilt_mocs,2024.2.4,None,2025-08-19 16h58.57.381641 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.775779499905184,13.791411957936361,13.791411957936361,13.791411957936361,14.695842792047188,space,0.9019450829364359,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814107,001,2025-08-19_16h58.50.299,tilt_mocs,2024.2.4,None,2025-08-19 16h58.57.381641 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.695870749885216,14.706065417034552,14.706065417034552,15.174754124833271,space,0.4599159159697592,None,,,,,,,,,,,,,,,,,,,,,,,,,,814107,001,2025-08-19_16h58.50.299,tilt_mocs,2024.2.4,None,2025-08-19 16h58.57.381641 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.211058291839436,15.21670962497592,15.21670962497592,15.565530166961253,space,0.3460719590075314,None,,,,,,,,,,,,,,,,,,,814107,001,2025-08-19_16h58.50.299,tilt_mocs,2024.2.4,None,2025-08-19 16h58.57.381641 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.600873166928068,15.606321583036333,15.606321583036333,16.029545541852713,space,0.4218922918662429,None,,,,,,,,,,,,814107,001,2025-08-19_16h58.50.299,tilt_mocs,2024.2.4,None,2025-08-19 16h58.57.381641 -0400,
-3.722222222222223,-15.0,m2,negs,100,0,0,0,left,3.6203969169873744,None,,,,,,,,,0,0,0,123,16.04516658303328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.04118820792064,16.04516658303328,16.528963374905288,16.528963374905288,16.60562662500888,16.60562662500888,16.60562662500888,19.674502125009894,left,3.6203969169873744,None,814107,001,2025-08-19_16h58.50.299,tilt_mocs,2024.2.4,None,2025-08-19 16h58.57.381641 -0400,
-1.2222222222222228,-15.0,p3,negs,100,1,1,0,right,1.3715226671192795,None,,,,,,,,,0,1,1,194,19.779970791889355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67489237501286,19.779970791889355,20.172215166967362,20.172215166967362,20.243697041878477,20.243697041878477,20.243697041878477,21.158110457938164,right,1.3715226671192795,None,814107,001,2025-08-19_16h58.50.299,tilt_mocs,2024.2.4,None,2025-08-19 16h58.57.381641 -0400,
-2.7222222222222228,-15.0,PSE,negs,100,2,2,0,left,0.9912364578340203,None,,,,,,,,,0,2,2,147,21.163632499985397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1585861670319,21.163632499985397,21.65572845796123,21.65572845796123,21.72852099989541,21.72852099989541,21.72852099989541,22.15815195790492,left,0.9912364578340203,None,814107,001,2025-08-19_16h58.50.299,tilt_mocs,2024.2.4,None,2025-08-19 16h58.57.381641 -0400,
-1.7222222222222228,-15.0,p2,negs,100,3,3,0,,,,,,,,,,,,0,3,3,170,22.161968583008274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1586200830061,22.161968583008274,22.65572129189968,22.65572129189968,22.72695029200986,22.72695029200986,22.72695029200986,,,,,,,,,,,,
