thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,test_norm.started,surround_practice_4.started,center_practice_4.started,key_resp_9.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.013864459004253149,0.01823462499305606,0.01823462499305606,0.47754812496714294,space,0.43053929205052555,None,,,,,,,,,,,,,447989,001,2025-08-19_17h13.20.911,tilt_mocs,2024.2.4,None,2025-08-19 17h13.27.487819 -0400,
,,,,,,,,,0.47781399986706674,0.4934029169380665,0.4934029169380665,0.4934029169380665,9.228229833999649,space,8.732164416927844,None,,,,,447989,001,2025-08-19_17h13.20.911,tilt_mocs,2024.2.4,None,2025-08-19 17h13.27.487819 -0400,
,,,,,,,,,,,,,,,,,9.228491333778948,9.2395944588352,9.2395944588352,9.2395944588352,,,,,,,,
