center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,text_4.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
2,15,,16,16,0,,,,,,,,,,PSE,poss,100,right,6.609266458079219,None,,,,,,,,,0,16,16,30,58.24128912494052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.23438442,58.24128912494052,58.73189579194877,58.73189579194877,58.802475000033155,58.802475000033155,58.802475000033155,64.85370220895857,right,6.609266458079219,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-4,-15,,17,17,0,,,,,,,,,,m2,negs,100,left,1.107043334050104,None,,,,,,,,,0,17,17,7,64.86451483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.85473708400968,64.86451483,65.34784116700757,65.34784116700757,65.43227766698692,65.42127604200505,65.42127604200505,65.98431845894083,left,1.107043334050104,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-1,-15,,18,18,0,,,,,,,,,,p1,negs,100,right,1.0678373749833554,None,,,,,,,,,0,18,18,18,65.99302804202307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.98611716693267,65.99302804202307,66.48190408397932,66.48190408397932,66.55486138,66.55486138,66.55486138,67.06679529196117,right,1.0678373749833554,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
2,15,,19,19,0,,,,,,,,,,PSE,poss,100,left,1.0313520421041176,None,,,,,,,,,0,19,19,0,67.07480766694061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.06805533403531,67.07480766694061,67.56404099997599,67.56404099997599,67.63884067,67.63884067,67.63884067,68.11729399999604,left,1.0313520421041176,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-2,0,,20,20,0,,,,,,,,,,PSE,noss,0,left,0.9585823339875787,None,,,,,,,,,0,20,20,25,68.12542558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.11851624993142,68.12542558,68.61416412494145,68.61416412494145,68.68926633393858,68.68926633393858,68.68926633393858,69.08864629198797,left,0.9585823339875787,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-1,0,,21,21,0,,,,,,,,,,p1,noss,0,left,0.9689187500625849,None,,,,,,,,,0,21,21,58,69.09746579197235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.08991137496196,69.09746579197235,69.59144667,69.59144667,69.66529879,69.66529879,69.66529879,70.07563520898111,left,0.9689187500625849,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
1,15,,22,22,0,,,,,,,,,,m1,poss,100,left,1.1957590420497581,None,,,,,,,,,0,22,22,1,70.08104704204015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.07659883401357,70.08104704204015,70.57404274994042,70.57404274994042,70.64906850003172,70.64906850003172,70.64906850003172,71.28409287,left,1.1957590420497581,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
2,0,,23,23,0,,,,,,,,,,PSE,noss,0,right,0.9350309160072356,None,,,,,,,,,0,23,23,20,71.29255487502087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.28560145897791,71.29255487502087,71.78195379197132,71.78195379197132,71.85279562498908,71.85279562498908,71.85279562498908,72.23325537494384,right,0.9350309160072356,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
1,0,,24,24,0,,,,,,,,,,m1,noss,0,right,1.1440539170289412,None,,,,,,,,,0,24,24,21,72.24057683395222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.23425312503241,72.24057683395222,72.73089771,72.73089771,72.80078358401079,72.80078358401079,72.80078358401079,73.38740170898382,right,1.1440539170289412,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
4,0,,25,25,0,,,,,,,,,,p2,noss,0,right,0.9411974999820814,None,,,,,,,,,0,25,25,54,73.39745991700329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38844067,73.39745991700329,73.88160525,73.88160525,73.96549546,73.95280625,73.95280625,74.34867866698187,right,0.9411974999820814,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-2,0,,26,26,0,,,,,,,,,,PSE,noss,0,left,0.9668435839703307,None,,,,,,,,,0,26,26,55,74.35403879196383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.34968233399559,74.35403879196383,74.83844091696665,74.83844091696665,74.91924604203086,74.91529925004579,74.91529925004579,75.32325250003487,left,0.9668435839703307,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
0,-15,,27,27,0,,,,,,,,,,p2,negs,100,right,1.0021330000599846,None,,,,,,,,,0,27,27,49,75.33102542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.32424604194239,75.33102542,75.82214037503581,75.82214037503581,75.89844845898915,75.89844845898915,75.89844845898915,76.33484554197639,right,1.0021330000599846,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-4,-15,,28,28,0,,,,,,,,,,m2,negs,100,left,2.2030032090842724,None,,,,,,,,,0,28,28,17,76.34013987495564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.33538666693494,76.34013987495564,76.83117387501989,76.83117387501989,76.90446112502832,76.90446112502832,76.90446112502832,78.55020112497732,left,2.2030032090842724,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
0,15,,29,29,0,,,,,,,,,,m2,poss,100,left,0.9380017910152674,None,,,,,,,,,0,29,29,42,78.55835646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.55122395895887,78.55835646,79.04883083398454,79.04883083398454,79.12064829200972,79.12064829200972,79.12064829200972,79.50038612494245,left,0.9380017910152674,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-3,-15,,30,30,0,,,,,,,,,,m1,negs,100,left,1.078826459008269,None,,,,,,,,,0,30,30,36,79.50871479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.50147245894186,79.50871479,79.99888020893559,79.99888020893559,80.07158591703046,80.07158591703046,80.07158591703046,80.59021779196337,left,1.078826459008269,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
3,15,,31,31,0,,,,,,,,,,p1,poss,100,left,1.0623421669006348,None,,,,,,,,,0,31,31,3,80.59848512499593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.59133425,80.59848512499593,81.08892891695723,81.08892891695723,81.16509233403485,81.16509233403485,81.16509233403485,81.66681533,left,1.0623421669006348,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-4,-15,,32,32,0,,,,,,,,,,m2,negs,100,left,1.2336348339449614,None,,,,,,,,,0,32,32,37,81.67474395898171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.66782729199622,81.67474395898171,82.16516083397437,82.16516083397437,82.23556383396499,82.23556383396499,82.23556383396499,82.91694324999116,left,1.2336348339449614,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
1,15,,33,33,0,,,,,,,,,,m1,poss,100,left,1.0698247089749202,None,,,,,,,,,0,33,33,31,82.92470904195216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.91794612503145,82.92470904195216,83.41417712497059,83.41417712497059,83.48845812503714,83.48845812503714,83.48845812503714,84.00033391697798,left,1.0698247089749202,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
1,15,,34,34,0,,,,,,,,,,m1,poss,100,left,0.9457207079976797,None,,,,,,,,,0,34,34,41,84.00836766697466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.00139387499075,84.00836766697466,84.49750674993265,84.49750674993265,84.57185658393428,84.57185658393428,84.57185658393428,84.96678875002544,left,0.9457207079976797,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-3,-15,,35,35,0,,,,,,,,,,m1,negs,100,left,2.0083083750214428,None,,,,,,,,,0,35,35,46,84.97479879204184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.96788666700013,84.97479879204184,85.46405420894735,85.46405420894735,85.53841525001917,85.53841525001917,85.53841525001917,86.99143166700378,left,2.0083083750214428,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
4,0,,36,36,0,,,,,,,,,,p2,noss,0,right,0.9539789579575881,None,,,,,,,,,0,36,36,24,86.99727266700938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.99246912496164,86.99727266700938,87.49053233396262,87.49053233396262,87.56499179196544,87.56499179196544,87.56499179196544,87.95336691697594,right,0.9539789579575881,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-3,-15,,37,37,0,,,,,,,,,,m1,negs,100,left,2.9450541670667008,None,,,,,,,,,0,37,37,16,87.96514295903035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.95432596,87.96514295903035,88.44750829203986,88.44750829203986,88.53221620898694,88.52108704193961,88.52108704193961,90.91703987494111,left,2.9450541670667008,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
2,15,,38,38,0,,,,,,,,,,PSE,poss,100,left,1.2478372500045225,None,,,,,,,,,0,38,38,40,90.92491212498862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.91809604200535,90.92491212498862,91.41474429203663,91.41474429203663,91.48838691704441,91.48838691704441,91.48838691704441,92.18171620904468,left,1.2478372500045225,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-1,-15,,39,39,0,,,,,,,,,,p1,negs,100,right,1.0361833340721205,None,,,,,,,,,0,39,39,48,92.186151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.18216663,92.186151,92.67076379200444,92.67076379200444,92.75557937496342,92.74792195903137,92.74792195903137,93.23338641703594,right,1.0361833340721205,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-3,0,,40,40,0,,,,,,,,,,m1,noss,0,left,1.0549390410305932,None,,,,,,,,,0,40,40,26,93.24143083393574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.23443833400961,93.24143083393574,93.73083979194053,93.73083979194053,93.80379345896654,93.80379345896654,93.80379345896654,94.30024841695558,left,1.0549390410305932,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
3,0,,41,41,0,,,,,,,,,,p1,noss,0,right,0.9648437920259312,None,,,,,,,,,0,41,41,53,94.30798799998593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.30128667,94.30798799998593,94.79829992,94.79829992,94.87181808403693,94.87181808403693,94.87181808403693,95.28174170898274,right,0.9648437920259312,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
3,15,,42,42,0,,,,,,,,,,p1,poss,100,right,1.186775500071235,None,,,,,,,,,0,42,42,33,95.28647937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.28233133396134,95.28647937,95.77190475002863,95.77190475002863,95.85199287498835,95.84807770897169,95.84807770897169,96.48387229198124,right,1.186775500071235,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
2,15,,43,43,0,,,,,,,,,,PSE,poss,100,right,4.897131875040941,None,,,,,,,,,0,43,43,10,96.49221729196142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.48535495903343,96.49221729196142,96.98122879199218,96.98122879199218,97.05357849993743,97.05357849993743,97.05357849993743,101.40074808395002,right,4.897131875040941,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
2,0,,44,44,0,,,,,,,,,,PSE,noss,0,right,0.9331763749942183,None,,,,,,,,,0,44,44,50,101.40925620903727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.40202504198533,101.40925620903727,101.89824195904657,101.89824195904657,101.96988795895595,101.96988795895595,101.96988795895595,102.35081287496723,right,0.9331763749942183,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-2,-15,,45,45,0,,,,,,,,,,PSE,negs,100,right,2.9767057499848306,None,,,,,,,,,0,45,45,35,102.35931829200126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3522167,102.35931829200126,102.84831658401527,102.84831658401527,102.91949612495955,102.91949612495955,102.91949612495955,105.33886754198465,right,2.9767057499848306,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
4,15,,46,46,0,,,,,,,,,,p2,poss,100,right,1.0132005419582129,None,,,,,,,,,0,46,46,4,105.34732641698793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.33991545904428,105.34732641698793,105.8385142920306,105.8385142920306,105.91539808397647,105.91539808397647,105.91539808397647,106.36800266697537,right,1.0132005419582129,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
1,0,,47,47,0,,,,,,,,,,m1,noss,0,right,0.948228458,None,,,,,,,,,0,47,47,51,106.37639362504706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.36963958397973,106.37639362504706,106.86401124997064,106.86401124997064,106.93509112496395,106.93509112496395,106.93509112496395,107.33422204200178,right,0.948228458,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
4,15,,48,48,0,,,,,,,,,,p2,poss,100,right,0.8839375840034336,None,,,,,,,,,0,48,48,14,107.34280320897233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.33566991693806,107.34280320897233,107.83082945900969,107.83082945900969,107.90350041701458,107.90350041701458,107.90350041701458,108.23143912502564,right,0.8839375840034336,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-2,-15,,49,49,0,,,,,,,,,,PSE,negs,100,left,1.1313051250763237,None,,,,,,,,,0,49,49,15,108.23581279197242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.23193604196422,108.23581279197242,108.72127283399459,108.72127283399459,108.81455679202918,108.80191829195246,108.80191829195246,109.37382058403455,left,1.1313051250763237,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
4,15,,50,50,0,,,,,,,,,,p2,poss,100,right,0.985655167,None,,,,,,,,,0,50,50,34,109.38466516695917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.37583925004583,109.38466516695917,109.87268541695084,109.87268541695084,109.95245741703548,109.94840583403129,109.94840583403129,110.38327270897571,right,0.985655167,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
3,0,,51,51,0,,,,,,,,,,p1,noss,0,right,0.9139461669838056,None,,,,,,,,,0,51,51,23,110.39064112503547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.38449462503195,110.39064112503547,110.88061666698195,110.88061666698195,110.95215262495913,110.95215262495913,110.95215262495913,111.31620529200882,right,0.9139461669838056,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
3,15,,52,52,0,,,,,,,,,,p1,poss,100,right,1.7210525829577819,None,,,,,,,,,0,52,52,13,111.32327337493189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.3172776249703,111.32327337493189,111.81495699996594,111.81495699996594,111.88521433400456,111.88521433400456,111.88521433400456,113.05085145903286,right,1.7210525829577819,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-3,-15,,53,53,0,,,,,,,,,,m1,negs,100,left,1.180117457988672,None,,,,,,,,,0,53,53,6,113.0590142919682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.05200204194989,113.0590142919682,113.54785858397372,113.54785858397372,113.62164374999702,113.62164374999702,113.62164374999702,114.25016525003593,left,1.180117457988672,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
0,0,,54,54,0,,,,,,,,,,p2,noss,0,left,1.2676409159321338,None,,,,,,,,,0,54,54,59,114.2577682089759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.2515383339487,114.2577682089759,114.74769541702699,114.74769541702699,114.82149779202882,114.82149779202882,114.82149779202882,115.5341484589735,left,1.2676409159321338,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-4,0,,55,55,0,,,,,,,,,,m2,noss,0,left,0.9241031249985099,None,,,,,,,,,0,55,55,57,115.54297520895489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.53572279203217,115.54297520895489,116.0308265419444,116.0308265419444,116.10383733396884,116.10383733396884,116.10383733396884,116.47291291703004,left,0.9241031249985099,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
0,15,,56,56,0,,,,,,,,,,m2,poss,100,left,1.0192623750772327,None,,,,,,,,,0,56,56,2,116.48077987495344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.47393029194791,116.48077987495344,116.97375674999785,116.97375674999785,117.04885579203255,117.04885579203255,117.04885579203255,117.50606725004036,left,1.0192623750772327,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-3,0,,57,57,0,,,,,,,,,,m1,noss,0,left,0.9245485829887912,None,,,,,,,,,0,57,57,56,117.51415145897772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.50725499994587,117.51415145897772,118.00616508396342,118.00616508396342,118.08176520897541,118.08176520897541,118.08176520897541,118.44814650004264,left,0.9245485829887912,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
-1,-15,,58,58,0,,,,,,,,,,p1,negs,100,right,1.2470084170345217,None,,,,,,,,,0,58,58,38,118.45339549996424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.44918020896148,118.45339549996424,118.93844183394685,118.93844183394685,119.02131445903797,119.01506879203953,119.01506879203953,119.70618108403869,right,1.2470084170345217,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
0,-15,,59,59,0,,,,,,,,,,p2,negs,100,right,0.9881813749670982,None,,,,,,,,,0,59,59,9,119.71398579201195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.7072240000125,119.71398579201195,120.20619412499946,120.20619412499946,120.28189604193904,120.28189604193904,120.28189604193904,120.70434091694187,right,0.9881813749670982,None,,,,,,,,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.70461712498218,120.71426041703671,120.71426041703671,121.90599320898764,space,1.188331582932733,None,191038,001,2025-08-16_11h23.38.929,tilt_mocs,2024.2.4,None,2025-08-16 11h23.45.641379 -0700
