center,surround,type,surr_type,surr_opacity,thisN,thisTrialN,thisRepN,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,text_4.started,surround_grating.stopped,center_grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,0.010028165997937322,0.019126457977108657,0.019126457977108657,2.5360710829263553,space,2.5097461249679327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939243,001,2025-08-16_12h04.58.887,tilt_mocs,2024.2.4,None,2025-08-16 12h05.07.658947 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5361424579750746,2.550665707909502,2.550665707909502,3.10386266594287,space,0.546606709016487,None,,,,,,,,,,,,,,,,,,,,,,939243,001,2025-08-16_12h04.58.887,tilt_mocs,2024.2.4,None,2025-08-16 12h05.07.658947 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1157574160024524,3.1257395409047604,3.1257395409047604,4.486960582900792,space,1.3516302920179442,None,,,,,,,,,,,,,,,939243,001,2025-08-16_12h04.58.887,tilt_mocs,2024.2.4,None,2025-08-16 12h05.07.658947 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.494074374902993,4.5034697079099715,4.5034697079099715,14.611515124910511,space,10.10538037493825,None,,,,,,,,939243,001,2025-08-16_12h04.58.887,tilt_mocs,2024.2.4,None,2025-08-16 12h05.07.658947 -0700,
2.5,15,p1,poss,100,0,0,0,,,,,,,,,0,0,0,30,14.633327624993399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.625471374951303,14.633327624993399,15.123764124931768,15.123764124931768,15.184226415934972,15.201850624987856,15.201850624987856,,,,,,,,
