center,surround,type,surr_type,surr_opacity,thisN,thisTrialN,thisRepN,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,text_4.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,0.012275624962057918,0.01918337499955669,0.01918337499955669,1.100255790981464,space,1.0413564159534872,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brian,0,2025-09-11_12h40.42.467,tilt_mocs,2024.2.4,None,2025-09-11 12h40.53.524368 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1003204159787856,1.1130226659588516,1.1130226659588516,1.2066331249661744,space,0.08749633299885318,None,,,,,,,,,,,,,,,,,,,,,,brian,0,2025-09-11_12h40.42.467,tilt_mocs,2024.2.4,None,2025-09-11 12h40.53.524368 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215186207962688,1.2215602499782108,1.2215602499782108,1.344081457995344,space,0.1201387089677155,None,,,,,,,,,,,,,,,brian,0,2025-09-11_12h40.42.467,tilt_mocs,2024.2.4,None,2025-09-11 12h40.53.524368 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3493267499725334,1.3562111659557559,1.3562111659557559,1.8743588329525664,space,0.5082850000471808,None,,,,,,,,brian,0,2025-09-11_12h40.42.467,tilt_mocs,2024.2.4,None,2025-09-11 12h40.53.524368 -0400,
-3.722222222222223,-15.0,m2,negs,100,0,0,0,,,,,,,,,0,0,0,340,1.9139124999637716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9075706249568611,1.9139124999637716,1.9139124999637716,2.3758924159919843,2.3758924159919843,2.442937040992547,2.442937040992547,,,,,,,,
