center,surround,type,surr_type,surr_opacity,thisN,thisTrialN,thisRepN,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,text_4.started,surround_grating.stopped,center_grating.stopped,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,0.012370041979011148,0.018040249997284263,0.018040249997284263,0.5618660000036471,space,0.4903315419796854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brian,0,2025-09-11_12h37.36.102,tilt_mocs,2024.2.4,None,2025-09-11 12h37.43.872716 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.561945041990839,0.5775141670019366,0.5775141670019366,0.7798468340188265,space,0.19757308397674933,None,,,,,,,,,,,,,,,,,,,,,,brian,0,2025-09-11_12h37.36.102,tilt_mocs,2024.2.4,None,2025-09-11 12h37.43.872716 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7901243750238791,0.7993817090173252,0.7993817090173252,0.9923495840048417,space,0.18094562500482425,None,,,,,,,,,,,,,,,brian,0,2025-09-11_12h37.36.102,tilt_mocs,2024.2.4,None,2025-09-11 12h37.43.872716 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996709999977611,1.0083750000339933,1.0083750000339933,1.707887500000652,space,0.6924678750219755,None,,,,,,,,brian,0,2025-09-11_12h37.36.102,tilt_mocs,2024.2.4,None,2025-09-11 12h37.43.872716 -0400,
-1.7222222222222228,-15.0,p2,negs,100,0,0,0,,,,,,,,,0,0,0,493,1.7496544999885373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7446487090201117,1.7496544999885373,2.21168150001904,2.21168150001904,2.280778874992393,2.28969370899722,2.28969370899722,,,,,,,,
