center,surround,type,surr_type,surr_opacity,thisN,thisTrialN,thisRepN,resp.keys,resp.rt,resp.duration,key_resp_10.keys,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,text_4.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.011088915984146297,0.01831620797747746,0.01831620797747746,0.720471250009723,space,0.6483795829699375,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brian,0,2025-09-11_12h37.05.617,tilt_mocs,2024.2.4,None,2025-09-11 12h37.13.575019 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7205459160031751,0.7361878749798052,0.7361878749798052,0.8581741250236519,space,0.11978249996900558,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brian,0,2025-09-11_12h37.05.617,tilt_mocs,2024.2.4,None,2025-09-11 12h37.13.575019 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8672473750193603,0.8757342079770751,0.8757342079770751,1.0375939160003327,space,0.15251370798796415,None,,,,,,,,,,,,,,,,,,,,,,brian,0,2025-09-11_12h37.05.617,tilt_mocs,2024.2.4,None,2025-09-11 12h37.13.575019 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0430032080039382,1.0508048749761656,1.0508048749761656,1.5728033750201575,space,0.5195660419994965,None,,,,,,,,,,,,,,,brian,0,2025-09-11_12h37.05.617,tilt_mocs,2024.2.4,None,2025-09-11 12h37.13.575019 -0400,
1.0,15.0,PSE,poss,100,0,0,0,left,1.5563142909668386,None,None,,,,,,,,,0,0,0,149,1.614461958000902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6092134580248967,1.614461958000902,2.0764647910255007,2.0764647910255007,2.1426633750088513,2.1530437499750406,2.1530437499750406,3.2329128329874948,left,1.5563142909668386,None,3.2329632500186563,3.232983249996323,None,brian,0,2025-09-11_12h37.05.617,tilt_mocs,2024.2.4,None,2025-09-11 12h37.13.575019 -0400,
-2.7222222222222228,-15.0,PSE,negs,100,1,1,0,right,1.0879566249786876,None,None,,,,,,,,,0,1,1,433,3.238779707986396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2338314580265433,3.238779707986396,3.729043208004441,3.729043208004441,3.8094464159803465,3.8094464159803465,3.8094464159803465,4.338720290979836,right,1.0879566249786876,None,4.33879554097075,4.3388254580204375,None,brian,0,2025-09-11_12h37.05.617,tilt_mocs,2024.2.4,None,2025-09-11 12h37.13.575019 -0400,
0.5,15.0,m3,poss,100,2,2,0,,,,,,,,,,,,,0,2,2,27,4.3464728749822825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.340115708007943,4.3464728749822825,4.835099915973842,4.835099915973842,4.906821541022509,4.906821541022509,4.906821541022509,,,,,,,,,,,,,,,
