center,surround,type,surr_type,surr_opacity,thisN,thisTrialN,thisRepN,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,text_4.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,0.008775583992246538,0.019999500014819205,0.019999500014819205,0.6842014170251787,space,0.6611232919967733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brian,0,2025-09-11_12h39.49.960,tilt_mocs,2024.2.4,None,2025-09-11 12h39.58.098406 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6842749170027673,0.693783666996751,0.693783666996751,0.8695876669953577,space,0.17013008298818022,None,,,,,,,,,,,,,,,,,,,,,,brian,0,2025-09-11_12h39.49.960,tilt_mocs,2024.2.4,None,2025-09-11 12h39.58.098406 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8800496670301072,0.8895075840409845,0.8895075840409845,2.048724083986599,space,1.1565212919958867,None,,,,,,,,,,,,,,,brian,0,2025-09-11_12h39.49.960,tilt_mocs,2024.2.4,None,2025-09-11 12h39.58.098406 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.056839667027816,2.0666685000178404,2.0666685000178404,2.747021042043343,space,0.6682353329961188,None,,,,,,,,brian,0,2025-09-11_12h39.49.960,tilt_mocs,2024.2.4,None,2025-09-11 12h39.58.098406 -0400,
-1.1388888888888888,0.0,m2,noss,0,0,0,0,,,,,,,,,0,0,0,587,2.793265834043268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7874952090205625,2.793265834043268,2.793265834043268,3.248302749998402,3.248302749998402,3.3163364590145648,3.3163364590145648,,,,,,,,
